Date,Company/Brand,Stage,Amount($),Year,Founded,HeadQuarter,Sector
2018-08-15,Strom Motors,Angel,5800000.0,2018,2016,Mumbai,Automotive
2018-08-16,Guardian.in,Seed,5800000.0,2018,2016,Mumbai,Automotive
2018-08-17,FeedMyPockets,Seed,44000000.0,2018,2016,Bangalore City,Marketing
2018-08-17,Yaantra,Seed,2000000.0,2018,2016,Delhi,Technology
2018-08-17,Aavas Financiers,Seed,2000000000.0,2018,2016,Jaipur,Finance
2018-08-19,WalMart India,Venture - Series Unknown,37680000.0,2018,2016,Gurgaon,Consumer Services
2018-08-19,PaisaDukan,Seed,650000.0,2018,2016,Mumbai,Finance
2018-08-20,Creator’s Gurukul,Angel,5800000.0,2018,2016,Gurgaon,Other
2018-08-21,Doubtnut,Seed,35000000.0,2018,2016,Gurgaon,Education
2018-08-21,Asset Reconstruction Company (India) Ltd.,Seed,5800000.0,2018,2016,Mumbai,Finance
2018-08-22,RAHI Care,Venture - Series Unknown,5800000.0,2018,2016,Chandigarh,Automotive
2018-08-24,Hero Electric,Venture - Series Unknown,1600000000.0,2018,2016,New Delhi,Manufacture
2018-08-24,Printline Media(ThePrint),Seed,34900000.0,2018,2016,New Delhi,Media/Entertainment
2018-08-24,Edyoo,Seed,1000000.0,2018,2016,Bengaluru,Education
2018-08-24,UClean,Seed,40000000.0,2018,2016,India,Energy
2018-08-24,ION Energy,Venture - Series Unknown,1041000.0,2018,2016,Mumbai,Energy
2018-08-24,IndigoLearn,Seed,150000.0,2018,2016,Hyderabad,Education
2018-08-26,Mojro Technologies,Seed,650000.0,2018,2016,Bengaluru,Logistics
2018-08-26,NirogStreet,Seed,300000.0,2018,2016,Gurgaon,Automotive
2018-08-27,Freyr Energy,Series A,1500000.0,2018,2016,Hyderabad,Consumer Services
2018-08-29,Duroflex Pvt. Ltd.,Seed,22000000.0,2018,2016,Alleppey,Consumer Services
2018-08-31,BuildSupply,Series A,250000000.0,2018,2016,Gurgaon,Real Estate
2018-08-31,Food Memories,Seed,5800000.0,2018,2016,Ahmedabad,Consumables
2018-09-01,Trell,Seed,1250000.0,2018,2016,Bangalore City,Technology
2018-09-01,Go Payments,Corporate Round,5800000.0,2018,2016,Mumbai,Technology
2018-09-01,Wakefit,Venture - Series Unknown,650000000.0,2018,2016,Bangalore,Consumer Services
2018-09-01,Innov8 Coworking,Seed,4000000.0,2018,2016,New Delhi,Real Estate
2018-09-01,Finzy,Seed,1300000.0,2018,2016,Bangalore,Finance
2018-09-02,SaffronStays,Seed,2000000.0,2018,2016,Mumbai,Technology
2018-09-03,Shape (School Health and Physical Education),Seed,200000.0,2018,2016,Pune,Education
2018-09-04,Fincash.com,Seed,150000.0,2018,2016,Mumbai,Other
2018-09-05,Royal Sundaram General Insurance Co. Limited,Corporate Round,210000000.0,2018,2016,Kalpakkam,Healthcare
2018-09-06,i2ifunding,Angel,50000000.0,2018,2016,Noida,Finance
2018-09-07,ElasticRun,Series B,600000000.0,2018,2016,Pune,Logistics
2018-09-07,PlanetSpark,Seed,16000000.0,2018,2016,Gurgaon,Education
2018-09-09,Daaki,Angel,5800000.0,2018,2016,Bangalore,Automotive
2018-09-09,Pandorum Technologies,Series A,3600000.0,2018,2016,Bengaluru,Healthcare
2018-09-10,Naaptol,Venture - Series Unknown,15000000.0,2018,2016,Mumbai,Consumer Services
2018-09-11,Khabri,Seed,5800000.0,2018,2016,Haryana,Technology
2018-09-11,UpCyclersLab,Seed,5800000.0,2018,2016,Mumbai,Consumer Services
2018-09-12,Max Healthcare,Corporate Round,5800000.0,2018,2016,New Delhi,Automotive
2018-09-12,BYJU’S,Seed,540000000.0,2018,2016,Bangalore,Education
2018-09-12,NiYO Solutions,Series A,13200000.0,2018,2016,Bangalore,FinTech
2018-09-13,University Living,Seed,5800000.0,2018,2016,New Delhi,Education
2018-09-13,Satya MicroCapital,Venture - Series Unknown,400000000.0,2018,2016,New Delhi,Finance
2018-09-13,Belstar Investment and Finance Private Limited,Venture - Series Unknown,28000000.0,2018,2016,Chennai,Finance
2018-09-14,YourOwnROOM,Seed,750000.0,2018,2016,Bangalore,Logistics
2018-09-15,Mihuru,Seed,150000.0,2018,2016,Mumbai,Logistics
2018-09-16,Dainik Jagran,Seed,40000000.0,2018,2016,Kanpur,Media/Entertainment
2018-09-16,Kidovators (by GyanLab),Seed,180000.0,2018,2016,Bangalore,Education
2018-09-16,Origo,Venture - Series Unknown,800000000.0,2018,2016,Gurgaon,Agriculture
2018-09-17,Scholify,Pre-Seed,5800000.0,2018,2016,Bengaluru,Technology
2018-09-17,CloudSek,Seed,140000000.0,2018,2016,Bengaluru,Technology
2018-09-18,Detect Technologies,Series A,3300000.0,2018,2016,Chennai,Energy
2018-09-18,Hyperdata.IO,Angel,50000000.0,2018,2016,Hyderabad,Marketing
2018-09-19,Biryani By Kilo,Seed,1000000.0,2018,2016,Noida,Consumables
2018-09-20,NicheAI,Angel,5800000.0,2018,2016,Hyderabad,Technology
2018-09-21,Gegadyne Energy,Angel,5800000.0,2018,2016,Mumbai,Energy
2018-09-22,Aashiyaan Housing and Development Finance,Seed,135000000.0,2018,2016,Kolkata,Finance
2018-09-24,Rubix108 Technologies,Seed,1000000.0,2018,2016,Pune,Technology
2018-09-25,Mech Mocha,Series B,3530000.0,2018,2016,Bangalore,Gaming
2018-09-25,Simulanis,Seed,500000.0,2018,2016,New Delhi,Wellness/Beauty
2018-09-26,HealthPlix,Series A,3000000.0,2018,2016,Bangalore,Automotive
2018-09-26,FreightBazaar,Seed,5800000.0,2018,2016,Hyderabad,Logistics
2018-09-28,Ummeed Housing Finance Private Limited,Series C,600000000.0,2018,2016,Haryana,Finance
2018-09-29,OYO,Series E,100000000.0,2018,2016,Gurgaon,Hospitality
2018-09-29,Cogoport,Series A,6000000.0,2018,2016,Mumbai,Logistics
2018-09-29,Ultraviolette Automotive,Series A,60000.0,2018,2016,Bangalore,Energy
2018-09-29,Snapmint,Seed,5800000.0,2018,2016,Mumbai,Consumer Services
2018-09-30,Nykaa,Seed,1130000000.0,2018,2016,Mumbai,Lifestyle
2018-09-30,GuruQ,Seed,25000000.0,2018,2016,New Delhi,Technology
2018-10-01,Droni Tech,Seed,35000000.0,2018,2016,Mumbai,Technology
2018-10-01,TECHBOOZE,Seed,100000.0,2018,2016,New Delhi,Education
2018-10-01,ZiffyHomes,Seed,120000.0,2018,2016,New Delhi,Logistics
2018-10-01,Inthree Access,Series A,4000000.0,2018,2016,Chennai,Consumer Services
2018-10-02,Earth Food,Seed,64000000.0,2018,2016,Pune,Consumables
2018-10-02,Aviom India Housing Finance,Series A,150000000.0,2018,2016,New Delhi,Finance
2018-10-03,Xplorabox,Seed,5800000.0,2018,2016,Noida,Automotive
2018-10-07,GenRobotic,Seed,5800000.0,2018,2016,Trivandrum,Marketing
2018-10-07,Sportido,Seed,5800000.0,2018,2016,Noida,Gaming
2018-10-08,Loans4SME,Seed,5800000.0,2018,2016,Mumbai,Finance
2018-10-11,Awaaz De,Angel,5800000.0,2018,2016,Ahmedabad,Technology
2018-10-11,Emojifi,Seed,5800000.0,2018,2016,Bengaluru,Technology
2018-10-12,Fric Bergen,Venture - Series Unknown,5800000.0,2018,2016,Alwar,Consumables
2018-10-16,Wishup,Seed,5800000.0,2018,2016,Azadpur,Consumer Services
2018-10-16,UrbanPiper,Seed,5800000.0,2018,2016,Bengaluru,Technology
2018-10-17,Buddy4Study.com,Series A,3000000.0,2018,2016,Noida,Automotive
2018-10-17,HappyEMI,Seed,1000000.0,2018,2016,Bangalore,FinTech
2018-10-17,Fitternity,Seed,2000000.0,2018,2016,Mumbai,Automotive
2018-10-17,SBI Life,Seed,742000000.0,2018,2016,Mumbai,Finance
2018-10-18,Olly Smart Credit Card,Seed,5800000.0,2018,2016,New Delhi,Automotive
2018-10-18,Propshop24,Seed,500000.0,2018,2016,Mumbai,E-Commerce
2018-10-19,Iba Halal Care,Series A,150000000.0,2018,2016,Ahmedabad,Wellness/Beauty
2018-10-19,Sequretek,Venture - Series Unknown,3700000.0,2018,2016,Mumbai,Technology
2018-10-19,Udaan,Series C,225000000.0,2018,2016,Bangalore,E-Commerce
2018-10-20,Cloudnine Hospitals,Seed,5800000.0,2018,2016,Bangalore,Automotive
2018-10-23,Taru Naturals,Seed,5800000.0,2018,2016,Mumbai,Agriculture
2018-10-23,Silversparro Technologies Pvt. Ltd,Seed,300000.0,2018,2016,Gurgaon,Technology
2018-10-24,Antariksh Waste Ventures Pvt ltd,Seed,500000.0,2018,2016,Chennai,Technology
2018-10-25,Pooltoo,Seed,5800000.0,2018,2016,New Delhi,Logistics
2018-10-26,HealWell24,Seed,200000.0,2018,2016,Mumbai,Automotive
2018-10-26,GoBolt,Venture - Series Unknown,400000000.0,2018,2016,New Delhi,Logistics
2018-10-27,Upwards Fintech,Series A,5000000.0,2018,2016,Mumbai,Finance
2018-10-28,Heelium,Seed,5800000.0,2018,2016,Pune,Gaming
2018-10-29,Wicked Ride Adventure Services Private Limited,Venture - Series Unknown,10000000.0,2018,2016,Bangalore,Automotive
2018-10-29,WheelsEMI,Series B,14000000.0,2018,2016,Pune,Automotive
2018-10-29,Khidki,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-10-30,Hasura,Seed,1600000.0,2018,2016,Bengaluru,Technology
2018-10-30,Aye Finance,Seed,72000000.0,2018,2016,Gurgaon,Finance
2018-10-30,Qandle,Seed,1200000.0,2018,2016,Gurgaon,Technology
2018-10-30,Rays Power Infra,Venture - Series Unknown,2000000000.0,2018,2016,Jaipur,Energy
2018-10-31,Wellthy Therapeutics Pvt Ltd,Seed,135000000.0,2018,2016,Mumbai,Automotive
2018-10-31,Faclon Labs,Seed,5800000.0,2018,2016,Mumbai,Technology
2018-11-01,India Accelerator,Angel,5800000.0,2018,2016,Gurgaon,Education
2018-11-02,Predible Health,Seed,5800000.0,2018,2016,Bangalore,Healthcare
2018-11-03,VTION,Seed,19200000.0,2018,2016,Gurgaon,Media/Entertainment
2018-11-03,PregBuddy,Seed,5800000.0,2018,2016,Bengaluru,Automotive
2018-11-04,Agricxlab Private Limited,Seed,500000.0,2018,2016,Thane,E-Commerce
2018-11-05,FLEECA,Seed,5800000.0,2018,2016,Jaipur,Automotive
2018-11-06,Blackbuck,Series D,2029600000.0,2018,2016,Bengaluru,Logistics
2018-11-06,Tripshelf,Seed,16000000.0,2018,2016,Kalkaji,Hospitality
2018-11-06,Rupeek,Series A,6830000.0,2018,2016,Bangalore,Finance
2018-11-06,GoZefo,Venture - Series Unknown,210000000.0,2018,2016,Bangalore,Technology
2018-11-07,Tabono,Seed,5800000.0,2018,2016,Gurgaon,Gaming
2018-11-07,Pratilipi,Series A,4300000.0,2018,2016,Bengaluru,Media/Entertainment
2018-11-07,OckyPocky,Angel,5800000.0,2018,2016,Haryana,Gaming
2018-11-07,Wealthtrust,Seed,500000.0,2018,2016,Mumbai,Finance
2018-11-08,GoBumpr,Seed,600000.0,2018,2016,Mylapore,Automotive
2018-11-09,Dailyhunt,Series E,6000000.0,2018,2016,Bangalore,Media/Entertainment
2018-11-09,Huddle,Seed,300000.0,2018,2016,Haryana,Consumer Services
2018-11-10,HousingMan.com,Seed,103000000.0,2018,2016,Bengaluru,Real Estate
2018-11-11,Med365 Healthcare,Seed,50000000.0,2018,2016,Jaipur,Healthcare
2018-11-16,ZAMROO,Seed,5800000.0,2018,2016,India,E-Commerce
2018-11-17,Technology 9 Labs (T9L),Corporate Round,5800000.0,2018,2016,New Delhi,Technology
2018-11-20,Eupheus Learning,Seed,5800000.0,2018,2016,Delhi,Education
2018-11-20,Dunzo,Seed,70000000.0,2018,2016,Bangalore,Technology
2018-11-21,Traveo Soft Pvt. Ltd.,Seed,1200000.0,2018,2016,Bangalore,Logistics
2018-11-22,HealthifyMe,Series B,6000000.0,2018,2016,Bangalore,Automotive
2018-11-23,Streo,Seed,5800000.0,2018,2016,Gurgaon,Media/Entertainment
2018-11-24,Guiddoo World,Seed,800000.0,2018,2016,Mumbai,Logistics
2018-11-24,TheCollegeFever,Seed,250000.0,2018,2016,Bangalore,Marketing
2018-11-24,FabAlley,Series B,600000000.0,2018,2016,Noida,Lifestyle
2018-11-25,TrustCheckr,Angel,100000.0,2018,2016,Bengaluru,Technology
2018-11-26,Playtoome,Seed,20000000.0,2018,2016,Bengaluru,Media/Entertainment
2018-11-26,Fasal,Seed,120000.0,2018,2016,Bengaluru,Agriculture
2018-11-27,Chakr Innovation,Seed,5800000.0,2018,2016,New Delhi,Energy
2018-11-27,ClearTax,Series B,-2147483648.0,2018,2016,New Delhi,FinTech
2018-11-28,Urban Ladder,Seed,5600000.0,2018,2016,Bangalore,Real Estate
2018-11-28,Cube,Series A,140000000.0,2018,2016,Mumbai,FinTech
2018-11-29,Cash Suvidha,Seed,1000000.0,2018,2016,New Delhi,Finance
2018-11-29,ERUDITUS Executive Education,Series C,40000000.0,2018,2016,Mumbai,Education
2018-11-29,Vivriti Capital,Venture - Series Unknown,28500000.0,2018,2016,Chennai,Finance
2018-11-29,Streak,Seed,22500000.0,2018,2016,Bangalore,Finance
2018-11-29,Ninjacart,Series B,-2147483648.0,2018,2016,Bengaluru,E-Commerce
2018-11-30,Azure Power,Seed,185000000.0,2018,2016,New Delhi,Energy
2018-12-01,Mynvax,Angel,5800000.0,2018,2016,Bangalore,Healthcare
2018-12-01,HungerBox,Series A,4500000.0,2018,2016,Bengaluru,Consumables
2018-12-01,Shop101,Series B,11000000.0,2018,2016,Mumbai,E-Commerce
2018-12-03,myUpchar,Series A,5000000.0,2018,2016,New Delhi,Automotive
2018-12-04,BetterPlace Safety Solutions Pvt. Ltd.,Series A,3000000.0,2018,2016,Bangalore City,Wellness/Beauty
2018-12-04,InCred,Seed,41900000.0,2018,2016,Mumbai,Finance
2018-12-05,MobiKwik,Series E,240000000.0,2018,2016,Gurgaon,FinTech
2018-12-06,Carmesi,Seed,34000000.0,2018,2016,Gurgaon,Automotive
2018-12-06,Chariot Tech,Seed,20000000.0,2018,2016,New Delhi,Technology
2018-12-07,Portea Medical,Seed,250000000.0,2018,2016,Bangalore,Automotive
2018-12-07,Magic Crate,Seed,5800000.0,2018,2016,Bangalore,Education
2018-12-08,1Crowd,Angel,3500000.0,2018,2016,Mumbai,Finance
2018-12-09,NIRA,Seed,1000000.0,2018,2016,Bangalore,FinTech
2018-12-10,PetSutra,Seed,9500000.0,2018,2016,Gurgaon,Healthcare
2018-12-10,Cred,Seed,5800000.0,2018,2016,Bengaluru,Finance
2018-12-10,hoi foods,Seed,36000000.0,2018,2016,Gurgaon,Consumables
2018-12-11,Classworks India,Seed,100000.0,2018,2016,Chennai,Education
2018-12-12,Meesho,Series C,50000000.0,2018,2016,Bangalore,Media/Entertainment
2018-12-12,PinkBlue,Seed,300000.0,2018,2016,Bangalore,Automotive
2018-12-13,Nua,Seed,5800000.0,2018,2016,Mumbai,Consumer Services
2018-12-14,ShakeDeal,Seed,5800000.0,2018,2016,Bangalore,E-Commerce
2018-12-14,Billdesk,Venture - Series Unknown,5800000.0,2018,2016,Ahmedabad,FinTech
2018-12-14,Placio,Seed,2000000.0,2018,2016,Noida,Hospitality
2018-12-14,Verzeo,Series A,5000000.0,2018,2016,Bangalore,Education
2018-12-15,Pentation Analytics,Seed,5800000.0,2018,2016,Mumbai,FinTech
2018-12-15,MEngage,Seed,175000.0,2018,2016,Jaipur,Automotive
2018-12-16,HalaPlay Technologies,Series A,5000000.0,2018,2016,Bangalore,Gaming
2018-12-16,Bonphul Air Products,Angel,20000000.0,2018,2016,Delhi,Technology
2018-12-17,Ora,Seed,5800000.0,2018,2016,Kolkata,Hospitality
2018-12-17,Bon(Bonfleet Solutions),Seed,78000000.0,2018,2016,Pune,FinTech
2018-12-19,EGK Foods,Seed,20000000.0,2018,2016,Mumbai,Consumables
2018-12-21,Wishberry,Series A,100000000.0,2018,2016,Mumbai,Finance
2018-12-22,Deftouch,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-12-25,SmartVizX,Seed,1450000.0,2018,2016,Noida,Technology
2018-12-25,Wholesome Habits (EAT Anytime),Seed,500000.0,2018,2016,Mumbai,Consumables
2018-12-26,Livehealth,Seed,1100000.0,2018,2016,Pune,Automotive
2018-12-26,Doxper,Seed,72000000.0,2018,2016,Mumbai,Automotive
2018-12-27,HelloVerify,Seed,5800000.0,2018,2016,Noida,Technology
2018-12-28,Roposo,Series C,10000000.0,2018,2016,Gurgaon,Media/Entertainment
2018-12-29,Loadshare,Series A,5000000.0,2018,2016,Bengaluru,Automotive
2018-12-29,6Degree,Seed,400000.0,2018,2016,Mumbai,Consumer Services
2018-12-29,DailyNinja,Series A,5800000.0,2018,2016,Bengaluru,Technology
2018-12-30,Plum Goodness,Series A,5800000.0,2018,2016,Thane,Automotive
2018-12-30,Foyr,Series A,4200000.0,2018,2016,Pune,Real Estate
2018-12-31,Any time Doctor,Angel,5800000.0,2018,2016,Chennai,Technology
2018-12-31,CropIn Technologies,Series B,580000000.0,2018,2016,Bengaluru,Agriculture
