Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2020-03-02,Crio,2018,Bangalore,"Rathinamurthy R, Sridher Jeyachandran",021 Capital,934000.0,Series A,2020,Education
2020-03-03,Astrogate Labs,2017,Bangalore,Byju Raveendran,"Venture Catalysts, Speciale Invest",3000000.0,Series A,2020,Technology
2020-03-04,AjnaLens,2014,Thane,"Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Pre-series A,2020,Technology
2020-03-04,Newsreach,2018,Gujarat,"Darshan Shah, Soniya Kundnani",Mumbai Angels,3000000.0,Series A,2020,Media/Entertainment
2020-03-05,F5,2018,Bangalore,"Raghav Arora, Lalit Kumar Aggarwal",Venture Catalysts,3000000.0,Series A,2020,Consumer Services
2020-03-05,Milk Mantra,2009,Odisha,Srikumar Misra,US International Development Finance Corporation,10000000.0,Series A,2020,Consumables
2020-03-05,Codeninja,2016,Bangalore,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",3000000.0,Seed Round,2020,Technology
2020-03-06,LAVAL,2016,Bangalore,"Shrishti, Prithika",Jazal Group,3000000.0,Pre-series A,2020,Wellness/Beauty
2020-03-06,Inflexor Ventures,2020,Mumbai,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",Venture Catalysts,10000000.0,Series A,2020,FinTech
2020-03-06,VilCart,2018,Bangalore,"Prasanna Kumar, Mahesh Bhat, Rajasekhar, Amith S Mali","N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",3000000.0,Bridge Round,2020,E-Commerce
2020-03-07,Vegrow,2020,Bangalore,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Matrix Partners India, Ankur Capital",2500000.0,Seed Round,2020,Technology
2020-03-07,Qin1,2016,Noida,"Ishan Gupta, Aarti Gupta",Venture Catalysts,3000000.0,Series A,2020,Education
2020-03-07,Verloop.io,2015,Bangalore,Gaurav Singh,Alpha Wave incubation,5000000.0,Series A,2020,Technology
2020-03-07,Dozee,2015,Bangalore,Gaurav Parchani,Venture Catalysts,1600000.0,Series A,2020,Healthcare
2020-03-08,Moneyboxx Finance,2019,New Delhi,Prashant Agarwal,"BlackSoil, Caspian",1000000.0,Series A,2020,FinTech
2020-03-09,ThriveFNC,2017,Pune,Mugdha Pradhan,Rajesh Ranavat,3000000.0,Seed Round,2020,Wellness/Beauty
2020-03-10,WoodenStreet,2015,Rajastan,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat","IAN Fund, Rajasthan Venture Capital Fund",1000000.0,Series A,2020,Real Estate
2020-03-10,Arya,1982,Noida,"Chattanathan Devarajan, Prasanna Rao, Anand Chandra",Quona Capital,21000000.0,Series B,2020,Technology
2020-03-11,Tinker Coders,2020,Noida,Anoop Gautam,STEMROBO Technologies,3000000.0,Seed,2020,Education
2020-03-11,inFeedo,2013,Gurugram,Tanmaya Jain,"Peyush Bansal, Ritesh Malik",3200000.0,Series A,2020,Technology
2020-03-11,Picxy,2016,Hyderabad,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,Series A,2020,Media/Entertainment
2020-03-11,Big Basket,2016,Bangalore,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Alibaba Holdings,60000000.0,Series A,2020,Other
2020-03-12,Design X,2016,Noida,Preet Arjun Singh,ThinkNext LLC,200000.0,Seed Round,2020,Technology
2020-03-12,Blue Sky Analytics,2018,Gurugram,"Abhilasha, Kshitij Purwar","Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",1200000.0,Seed Round,2020,Technology
2020-03-13,Exprs,2018,Bangalore,"Srinivas Madhavam, Srikanth Rajashekhar, Rahul Mehta","Sweta Rau, Sandeep Kapoor",5660000.0,Series A,2020,Technology
2020-03-13,DeHaat,2012,Bangalore,Shashank Kumar,Sequoia Capital India,12000000.0,Series A,2020,Technology
2020-03-15,Ethereum Push Notification Service,2020,Mumbai,"Harsh Rajat, Richa Joshi",Prolific angel investors,750000.0,Seed,2020,Technology
2020-03-15,Mera Cashier,2019,Noida,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed Round,2020,FinTech
2020-03-16,Zupee,2018,Bangalore,"Malhi, Siddhant Saurabh",Matrix Partners,8000000.0,Series A,2020,Gaming
2020-03-16,Humus,2019,Bangalore,"Manjunatha T N, Shilpa Gopalaiah","Venture Catalysts, 9Unicorns, We Founders Circle.",3000000.0,Series A,2020,Technology
2020-03-16,FirstCry,2010,Pune,"Supam Maheshwari, Amitava Saha",Softbank’s Vision Fund,296000000.0,Series E,2020,E-Commerce
2020-03-16,Rebel Foods,2011,Mumbai,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,26500000.0,Series E2,2020,Consumables
2020-03-16,Remedo,2017,Delhi,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures,3000000.0,Pre-series A,2020,Healthcare
2020-03-16,Riskcovry,2018,Mumbai,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",3000000.0,Pre-series A,2020,FinTech
2020-03-17,Tango Eye,2018,Chennai,Surender Gounder,"Riso Investments, Lenskart",3000000.0,Seed,2020,Technology
2020-03-17,WYN Studio,2016,Gurugram,"Bijay Gautam, Souniya Khurana",India Angel Fund,3000000.0,Seed Round,2020,Media/Entertainment
2020-03-18,Turtlemint,2015,Mumbai,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah","Nexus Venture Partners, Dream Incubator",30000000.0,Series A,2020,Healthcare
2020-03-19,Savvy Co op,2016,Bangalore,Jen Horonjeff,Indie VC,3000000.0,Series A,2020,Automotive
2020-03-19,Flick Stree,2016,Mumbai,Saurabh Singh,Samsung Venture Investment,3000000.0,Series A,2020,Media/Entertainment
2020-03-20,Oga Fit,2017,Bangalore,Ashish Rawat,"Inflection Point Ventures, Mitesh Shah",3000000.0,Pre-series A,2020,Wellness/Beauty
2020-03-20,Cub McPaws,2018,Mumbai,"Shah, Abhay Bhat",Venture Catalysts,800000.0,Pre-series A,2020,Technology
2020-03-21,Leap Club,2020,Gurugram,"Ragini Das, Anand Sinha",Titan Capital,3000000.0,Series A,2020,E-Commerce
2020-03-21,Pristyn Care,2018,Gurugram,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",11000000.0,Series A,2020,Automotive
2020-03-21,PumPumPum,2018,Gurgaon,"Tarun Lawadia, Sameer Kalra",Venture Catalysts,360000.0,Debt,2020,Automotive
2020-03-22,Chqbook,2017,Gurugram,"Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital,5000000.0,Series A,2020,FinTech
2020-03-22,Byju's,2011,Bangalore,Byju Raveendran,BOND,3000000.0,Series A,2020,Education
2020-03-23,Invento Robotics,2016,Bangalore,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed Round,2020,Technology
2020-03-23,Yumlane,2016,Mumbai,Hitesh Ahuja,Jetty Ventures,1000000.0,Pre-series A,2020,Technology
2020-03-23,Awign Enterprises,2016,Bangalore,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",500000.0,Series A,2020,Other
2020-03-24,Origa,2013,Andheri,Shrirang Tambe,"500 Startups, ah! Ventures",2000000.0,Debt,2020,FinTech
2020-03-25,PagarBook,2019,Bangalore,"Adarsh Kumar, Rupesh Mishra","Sequoia Capital, India Quotient",15000000.0,Series A,2020,Technology
2020-03-25,Razorpay,2014,Bangalore,"Harshil Mathur, Shashank Kumar","Tiger Global Management, Sequoia Capital India",100000000.0,Series D,2020,FinTech
2020-03-25,Anveshan,2019,Bangalore,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital,100000.0,Pre-seed,2020,Consumables
2020-03-26,Genius Teacher,2016,Mumbai,"Advitiya Sharma, Gaurav Lahoti","Whiteboard Capital, VKG Ventures LLP.",2000000.0,Series A,2020,Education
2020-03-26,CashKaro,2012,Gurgaon,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",10000000.0,Series B,2020,E-Commerce
2020-03-26,Leap Finance,2016,Bangalore,"Vaibhav Singh, Arnav Kumar",Sequoia India,5500000.0,Series A,2020,FinTech
2020-03-26,Avail Finance,2017,Bangalore,"Ankush Aggarwal, Tushar Mehndiratta","Alphawave, Matrix Partners",11635000.0,Series B,2020,FinTech
2020-03-27,RACEnergy,2018,Hyderabad,"Arun Sreyas, Gautham Maheswaran","growX Ventures, Huddle (Incubator)",3000000.0,Series A,2020,Automotive
2020-03-27,Zomato,2016,Gurugram,Deepinder Goyal,Pacific Horizon,5000000.0,Series A,2020,Consumables
2020-03-28,Toch,2016,Bangalore,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,400000.0,Series A,2020,Media/Entertainment
2020-03-28,Snowflake,2012,California,"Benoit Dageville, Bob Muglia, Marcin Zukowski, Thierry Cruanes","Salesforce Ventures, Dragoneer Investment Group",-2147483648.0,Series A,2020,Technology
2020-03-28,BluSmart,2019,Gurugram,"Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network",7000000.0,Pre-series A,2020,Energy
2020-03-28,Innoviti,2016,Bangalore,Rajeev Agrawal,FMO,5000000.0,Series A,2020,FinTech
2020-03-29,Bugworks,2014,Bangalore,Anand Anandkumar,"University of Tokyo Edge Capital, Global Brain Corporation",7500000.0,Series A,2020,Healthcare
2020-03-29,HealthPlix,2016,Bangalore,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital",6000000.0,Series B,2020,Healthcare
2020-03-29,Samosa Singh,2016,Bangalore,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A,2020,Consumables
2020-03-30,Recko,2017,Bangalore,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures,6000000.0,Series A,2020,Technology
2020-03-31,GalaxyCard,2017,Gurugram,"Amit Kumar, Gunjeet Singh",India Accelerator,3000000.0,Seed,2020,FinTech
2020-03-31,Slice,2016,Bangalore,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",5000000.0,Debt,2020,FinTech
2020-03-31,Lattu Kids,2017,Mumbai,Vivek Bhutyani,Mumbai Angels Network,3000000.0,Series A,2020,Education
2020-03-31,Byju,2011,Bangalore,Byju Raveendran,Tiger Global,200000000.0,Series A,2020,Education
2020-04-01,Sascan Meditech pvt ltd,2015,Kerala,Dr Subhash Narayanan,Unicorn India Ventures,3000000.0,Series A,2020,Healthcare
2020-04-01,Paper Boat,2013,Gurugram,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",3700000.0,Series A,2020,Consumables
2020-04-01,Tesco Charge Zone,2016,Gujarat,Kartikey Hariyani,Mumbai Angels Network,3000000.0,Series A,2020,Energy
2020-04-01,ClassMonitor,2016,Indore,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana,3000000.0,Series A,2020,Education
2020-04-01,Aye Finance,2014,Gurugram,"Vikram Jetley, Sanjay Sharma",Undisclosed,23850000.0,Series A,2020,FinTech
2020-04-02,Shop101,2015,Bangalore,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",3900000.0,Series C,2020,E-Commerce
2020-04-02,MindTickle,2011,Pune,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, NewView Capital",100000000.0,Debt,2020,Technology
2020-04-02,Clover,2016,Bangalore,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield",5500000.0,Series A,2020,Technology
2020-04-03,Vedantu,2016,Bangalore,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",KB Global Platform Firm,6800000.0,Series C,2020,Education
2020-04-03,Firescore,2016,Mumbai,"Karan Khairajani, Surojit Roy",Crazy Labs,500000.0,Series A,2020,Gaming
2020-04-03,AlphaVector,2015,Bangalore,Sachin Chopra,"Avaana Capital, Titan Capital",3000000.0,Series A,2020,Other
2020-04-04,PlayerzPot,2015,Mumbai,"Yogesh, Mitesh Gangar",Venture Catalysts,3000000.0,Series A,2020,Gaming
2020-04-04,GoMechanic,2016,Delhi,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020,Automotive
2020-04-05,Vakilsearch,2010,Chennai,Hrishikesh Datar,Sujeet Kumar,3000000.0,Series A,2020,Other
2020-04-05,ZunRoof,2016,Gurugram,"Pranesh Chaudhary, Sushant Sachan",Godrej Investments,3000000.0,Series A,2020,Other
2020-04-05,Zetwerk,2018,Bangalore,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Greenoaks,21000000.0,Series C,2020,Marketing
2020-04-05,Reliance Retail Ventures,2006,Mumbai,Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts",800000000.0,Series A,2020,E-Commerce
2020-04-05,Flipkart,2007,Bangalore,"Binny Bansal, Sachin Bansal","Tencent Holdings, Walmart",62000000.0,Series A,2020,E-Commerce
2020-04-05,Melorra,2015,Bangalore,"Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",8090000.0,Debt,2020,Other
2020-04-05,IVF Access,2019,Bangalore,"Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy, Pravin Sethuraman",Vertex Ventures SEA & India,5000000.0,Series A,2020,Healthcare
2020-04-05,HooLiv,2016,Delhi,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office,3000000.0,Series A,2020,Logistics
2020-04-06,Uable,2016,Bangalore,Saurabh Saxena,3one4 Capital,3000000.0,Seed Round,2020,Education
2020-04-07,Vivriti Capital,2017,Chennai,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada,50000000.0,Series B,2020,FinTech
2020-04-08,DeepSync,2018,Chandigarh,"Ishan Sharma, Rishikesh","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",136000.0,Series A,2020,Technology
2020-04-08,Oye! Rickshaw,2016,Bangalore,Akash Deep,Chiratae Ventures,10000000.0,Series A,2020,Technology
2020-04-08,CHARGE+ZONE,2018,Gujarat,"Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,3000000.0,Pre-series A,2020,Energy
2020-04-08,Nepra,2006,Ahmedabad,Sandeep Patel,"Asha Impact, Aavishkaar Venture Capital",18000000.0,Series C,2020,Technology
2020-04-09,Ketos,2015,San Francisco,Meena Sankaran,"Citi Ventures, Illuminated Funds Group",18000000.0,Series A,2020,Technology
2020-04-09,Legal Salah,2015,Kolkata,CA Abhinit Singh,I2I Capitals,1000000.0,Seed,2020,Technology
2020-04-09,Your MD,2012,London,"Alessandro Traverso, Birger Lie, Harald Jellum, Matteo Berlucchi","Orkla Ventures, Smedvig Capital",25000000.0,Series A,2020,Automotive
2020-04-09,GoodGamer,2020,Bangalore,Charles Creighton,Venture Catalysts,2500000.0,Seed,2020,Gaming
2020-04-11,Fanball XI,2016,New Delhi,Vinayak Seth,Foxhog Ventures,1000000.0,Seed,2020,Gaming
2020-04-11,Khatabook,2016,Bangalore,Ravish Naresh,B Capital Group,60000000.0,Series B,2020,FinTech
2020-04-11,Airmeet,2019,Bangalore,"Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",12000000.0,Series A,2020,Technology
2020-04-12,Vogo,2016,Bangalore,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C,2020,Automotive
2020-04-12,Stack Finance,2019,Bangalore,Smriti Tomar,"SOSV, MOX (Mobile Only Accelerator)",3000000.0,Seed Round,2020,FinTech
2020-04-12,Public,2019,New Delhi,Azhar Iqubal,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",30000000.0,Series A,2020,Media/Entertainment
2020-04-12,FrontRow,2016,Bangalore,"Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone",3200000.0,Seed,2020,Education
2020-04-12,Signzy,2015,Bangalore,"Ankit Ratan, Ankur Pandey, Arpit Ratan","Stellaris Venture Partners, Mastercard",3000000.0,Series A,2020,Technology
2020-04-12,Craftsvilla,2011,Mumbai,"Manoj Gupta, Monica Gupta",Supera Investments,409000.0,Series A,2020,E-Commerce
2020-04-13,EWar,2019,Bangalore,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",3000000.0,Pre-series A,2020,Gaming
2020-04-14,Mobile Premier League (MPL),2018,Bangalore,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",500000.0,Series B,2020,Gaming
2020-04-14,Awifs,2015,Delhi,Amit Ramani,"Bisque Limited, Link Investment Trust.",5200000.0,Series A,2020,Other
2020-04-14,ElecTorq,2016,Delhi,Anubhav Sharma,AdvantEdge,3000000.0,Series A,2020,Automotive
2020-04-14,Flinto,2013,Chennai,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator",7000000.0,Pre-Series B,2020,Education
2020-04-14,Classplus,2018,Noida,"Bhaswat Agarwal, Bikash Dash, Mukul Rustagi, Vatsal Rustagi","Spiral Ventures, Surge",10000000.0,Series A,2020,Education
2020-04-16,Servify,2015,Mumbai,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",23000000.0,Series C,2020,Other
2020-04-16,Antaios,2016,France,Jean Pierre Nozieres,Venture Catalysts,11000000.0,Series A,2020,Technology
2020-04-16,Tring,2019,Mumbai,"Akshay Saini, Rahul Saini, Pranav Chabhadia","Kalyan Krishnamurthy, Sujeet Kumar, Keshav Sanghi, Roman Saini, Sumit Jain, Hemesh Singh",3000000.0,Series A,2020,Media/Entertainment
2020-04-17,Countingwell,2018,Bangalore,Nirmal Shah,"Delhi Private School, UAE, Interstar",1000000.0,Pre-series A,2020,Education
2020-04-17,Vogo,2016,Bangalore,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,20000000.0,Series C,2020,Automotive
2020-04-17,Plum,2013,Thane,Shankar Prasad,"Ronald Conway, Bay Partners",115000.0,Series A,2020,Wellness/Beauty
2020-04-17,IDfy,2011,Mumbai,"Ashok Hariharan, Vineet Jawa","Millenna FVCI III, NB Ventures, Dream Incubator",2110000.0,Series A,2020,Technology
2020-04-18,Shiksha,2008,Bangalore,Kanav Sachdeva,Mumbai Angels Network,181000.0,Series A,2020,Education
2020-04-18,Samya AI,2019,Bangalore,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,6000000.0,Seed Round,2020,Technology
2020-04-18,HomeCapital,2016,Mumbai,Lalit Menghani,Varanium NexGen Fund,3000000.0,Series A,2020,FinTech
2020-04-19,HaikuJAM,2016,Bangalore,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",3400000.0,Series A,2020,Technology
2020-04-19,Nykaa,2012,Mumbai,Falguni Nayar,"Katrina Kaif, Steadview Capital",3000000.0,Series A,2020,E-Commerce
2020-04-19,Swiggy,2014,Bangalore,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",43000000.0,Series A,2020,Consumables
2020-04-20,Chingari,2016,Bangalore,Sumit Ghosh,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global.",1000000.0,Seed Round,2020,Media/Entertainment
2020-04-20,Monech,2016,Mumbai,Byju Raveendran,Angel investors,12700.0,Seed Round,2020,FinTech
2020-04-21,SmartVizX,2015,Bangalore,"Tithi Tewari, Gautam Tewari",Rockstud Capital,1397000.0,Pre-series A,2020,Technology
2020-04-21,Shadez,2018,Mumbai,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,100000.0,Seed Round,2020,Other
2020-04-21,Brighteye Ventures,2017,Paris,David guerin,Tandem,5400000.0,Series A,2020,Education
2020-04-21,Unnati,2017,Noida,"Amit Sinha, Ashok Prasad",NABVENTURES,1700000.0,Pre-series A,2020,Technology
2020-04-22,SAWO Labs,2020,Mumbai,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",600000.0,Seed,2020,Technology
2020-04-22,Pandorum,2011,Bangalore,Tuhin Bhowmick,"021 Capital, Karnataka Information Technology Venture Capital Fund",5060000.0,Series A,2020,Technology
2020-04-22,Invento,2016,Bangalore,"Balaji Viswanathan, Bharat Kumar, Mahalakshmi Radhakrishnan","Chiripal Group, Ratish Kumar Nair",3000000.0,Series A,2020,Technology
2020-04-24,6Degree,2014,Mumbai,"Amit Bhardwaj, Nikhil Hegde.","Keiretsu Forum, SucSEED Venture Partners",340000.0,Series A,2020,Lifestyle
2020-04-24,CollegeKhabri,2019,Bhopal,Arshi Khan,Vishal Dixit,3000000.0,Series A,2020,Education
2020-04-24,Nium,2016,Bangalore,Prajit Nanu,"VisaVentures, BRI Ventures",3000000.0,Series A,2020,FinTech
2020-04-24,Obviously AI,2018,Bangalore,"Tapojit Debnath, Nirman Dave",Arka Venture Labs,3000000.0,Series A,2020,Technology
2020-04-24,Eduvanz,2016,Mumbai,"Varun Chopra, Raheel Shah",Sequoia India,5000000.0,Series A,2020,FinTech
2020-04-24,Simsim,2016,Bangalore,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital",8000000.0,Series B,2020,E-Commerce
2020-04-25,Rephrase.ai,2018,Bangalore,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",1500000.0,Seed,2020,Technology
2020-04-25,Tamasha.live,2020,Mumbai,"Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque",300000.0,Series A,2020,Gaming
2020-04-25,Omnify,2016,San Francisco,"Kabandi Saika, Manik Mehta","Saurabh Arora, LD Sharma",3000000.0,Pre-series A,2020,Technology
2020-04-26,CrowdPouch,2016,Bangalore,Vittal Ramakrishna,Elina Investments,3000000.0,Angel Round,2020,Technology
2020-04-26,GUVI,2014,Chennai,Arun Prakash,"CBA Capital, Gray Matters Capital",800000.0,Series A,2020,Education
2020-04-26,PumPumPum,2016,Gurugram,"Tarun Lawadia, Sameer Kalra",LetsVenture Syndicate,293000.0,Series A,2020,Automotive
2020-04-26,Kirana King,2014,Rajastan,Anup Kumar,Rajasthan Venture Capital Fund,900000.0,Pre-series A,2020,Consumer Services
2020-04-26,Krimanshi Feeds,2015,Jodhpur,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",500000.0,Series A,2020,Agriculture
2020-04-27,CityCash,2017,Mumbai,Vineet Toshniwala,Orios Venture Partners,1000000.0,Seed Round,2020,FinTech
2020-04-27,Gigforce,2016,Bangalore,"Chirag Mittal, Parag Modi, Anirudh Syal",Unitus Venture,804000.0,Series A,2020,Technology
2020-04-28,Vieroots,2018,Kochi,Sanjeev Nair,Suniel Shetty,3000000.0,Series A,2020,Healthcare
2020-04-28,Jade Forest,2016,Delhi,"Punweet Singh, Shuchir Suri",Venture Catalysts,250000.0,Seed,2020,Consumables
2020-04-29,Entri,2017,Kochi,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed Round,2020,Education
2020-04-29,Industry Buying,2013,New Delhi,"Rahul Gupta, Swati Gupta","BlackSoil, BEENEXT",15000000.0,Series A,2020,E-Commerce
2020-04-29,Prolixr,2018,Gurugram,"Aditya Sharma, Jayesh Hans","Alfa Ventures, Divij Bajaj",3000000.0,Seed,2020,Automotive
2020-04-30,Swiggy,2014,Bangalore,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V,113000000.0,Series A,2020,Consumables
2020-04-30,PhonePe,2015,New Delhi,"Burzin Engineer, Rahul Chari, Sameer Nigam",Flipkart,700000000.0,Series A,2020,FinTech
2020-05-01,Krimanshi,2016,Jodhpur,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Series A,2020,Technology
2020-05-02,Bounce,2014,Bangalore,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",InnoVen Capital,6500000.0,Series A,2020,Automotive
2020-05-02,Quintype,2014,Bangalore,Chirdeep Shetty,IIFL AMC,3500000.0,Series A,2020,Technology
2020-05-02,CureFit,2016,Bangalore,"Mukesh Bansal, Ankit Nagori",Temasek,115000000.0,Series D,2020,Wellness/Beauty
2020-05-02,CueMath,2011,Bangalore,Manan Khurma,"Sequoia Capital India, CapitalG",40000000.0,Series C,2020,Education
2020-05-03,CureSkin,2017,Bangalore,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures,500000.0,Series A,2020,Healthcare
2020-05-03,Bold Care,2019,Mumbai,"Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav","Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",3000000.0,Pre-seed Round,2020,Wellness/Beauty
2020-05-04,Agnikul,2016,Chennai,Srinath Ravichandran,pi Ventures,3148000.0,Pre-series A,2020,Technology
2020-05-04,Gamezop,2015,Gurugram,"Yashash Agarwal, Gaurav Agarwal","Powerhouse ventures, Tracxn,",4300000.0,Series A,2020,Gaming
2020-05-05,iMerit,2012,Kolkata,Radha Basu,CDC Group Plc,20000000.0,Series B,2020,Technology
2020-05-05,Supplynote,2015,Noida,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV",500000.0,Seed,2020,Technology
2020-05-05,Fashor,2017,Chennai,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,1000000.0,Pre-series A,2020,Lifestyle
2020-05-06,MyGlamm,2015,Mumbai,Darpan Sanghvi,Bessemer Venture Partners,1000000.0,Series B,2020,Lifestyle
2020-05-06,Pesto,2017,New Delhi,"Andrew Linfoot, Ayush Jaiswal","Sriharsha Majety, Rahul Jaimini",3000000.0,Series A,2020,Education
2020-05-06,Pickrr,2015,New Delhi,"Ankit Kaushik, Gaurav Mangla, Rhitiman Majumder",Swastika,4000000.0,Series A,2020,Logistics
2020-05-07,Shuttl,2015,Delhi,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,8043000.0,Series C,2020,Logistics
2020-05-07,Hubilo,2020,San Francisco,"Mayank Agarwal, Vaibhav Jain","Nishant Rao, Jonathan Boutelle",4500000.0,Seed,2020,Technology
2020-05-07,Genrobotics,2015,Kerala,"Arun George, Nikhil NP, Rashid Bin Abdulla, Vimal Govind MK",Unicorn India Ventures,300000.0,Series A,2020,Technology
2020-05-07,Infeedo,2013,Gurugram,"Tanmaya Jain, Varun Puri",Y Combinator,700000.0,Series A,2020,Technology
2020-05-08,MinionLabs,2016,Bangalore,Gokul Shrinivas,Indian Angel Network,3000000.0,Series A,2020,Other
2020-05-09,ACKO,2016,Mumbai,"Ruchi Deepak, Varun Dua","RPS Ventures, Intact Ventures",60000000.0,Series A,2020,Technology
