Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2020-05-09,OurEye.ai,2020,Bangalore,"Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal","100X VC, Amara Ventures",120000.0,Series A,2020,Technology
2020-05-09,Sunstone Eduversity,2014,Gurugram,"Ashish Munjal, Piyush Nangru",Prime Venture Partners,3000000.0,Series A,2020,Education
2020-05-10,Pocket52,2017,Bangalore,Nitesh Salvi,Gameskraft,1750000.0,Series A,2020,Gaming
2020-05-10,Classplus,2008,Delhi,"Mukul Rustagi, Bhaswat Agarwal",RTP Global,8200000.0,Series B,2020,Education
2020-05-13,Slurrp Farm,2016,Gurgaon,Meghana Narayan,Fireside Ventures,2000000.0,Series A,2020,Consumables
2020-05-13,Thrive,2020,Mumbai,"Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",3000000.0,Pre-series A,2020,Consumables
2020-05-14,Medlife,2014,Bangalore,"Tushar Kumar, Prashant Singh",Hero Fincorp,15500000.0,Series A,2020,Healthcare
2020-05-14,Phenom People,2010,Bangalore,Mahe Bayireddi,WestBridge Capital,30000000.0,Series C,2020,Technology
2020-05-15,FreshToHome,2015,Bangalore,Shan Kadavil,Investment Corporation of Dubai (ICD),3000000.0,Series A,2020,E-Commerce
2020-05-15,Bijak,2016,Gurugram,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi",RTP Global,12000000.0,Series A,2020,Technology
2020-05-15,Dunzo,2014,Bangalore,Kabeer Biswas,Alteria Capital,11000000.0,Series A,2020,Logistics
2020-05-15,Intello Labs,2016,Gurugram,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,5900000.0,Series A,2020,Technology
2020-05-16,Big Basket,2016,Bangalore,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital,3500000.0,Series A,2020,Other
2020-05-17,Mintoak,2016,Mumbai,"Raman Khanduja, Sanjay Nazareth",Pravega Ventures,2000000.0,Pre-series A,2020,FinTech
2020-05-17,Kaagaz Scanner,2020,Bangalore,"Snehanshu Gandhi, Gaurav Shrishrimal",Pravega Ventures,575000.0,Series A,2020,Technology
2020-05-17,StyleDotMe,2014,Gurugram,"Meghna Saraogi, Akhil Tolani",Survam Partners,467000.0,Pre-series A,2020,Lifestyle
2020-05-18,AnalytIQSports's SuperCric,2019,Bangalore,"Suhail Chandhok, Arvind Sivdas, Dhanya Param",Venture Catalysts,3000000.0,Series A,2020,Media/Entertainment
2020-05-18,Avanse Financial Services,2012,Mumbai,Amit Gainda,International Finance Corporation,15000000.0,Series A,2020,FinTech
2020-05-19,Toppr,2013,Mumbai,Zishaan Hayath,Foundation Holdings,46761000.0,Series D,2020,Education
2020-05-19,Gamerji,2018,Ahmedabad,"Soham Thacker, Valay Patel, Varun Gajjar",La Gajjar Group.,3000000.0,Seed,2020,Gaming
2020-05-19,SmartClean,2017,Singapore,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City",3400000.0,Pre- series A,2020,Technology
2020-05-19,SmartKarrot,2019,Bangalore,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors,1000000.0,Series A,2020,Technology
2020-05-19,Porter,2014,Mumbai,"Pranav Goel, Uttam Digga",Lightstone Global Funds,18370000.0,Series D,2020,Logistics
2020-05-19,ECOSTP,2017,Bangalore,"Simar Kohli, Tharun Kumar, Praseed KK",Terwilliger Centre,19000000.0,Series A,2020,Other
2020-05-19,Swiflearn,2019,Gurugram,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway",3000000.0,Seed Round,2020,Education
2020-05-21,LivFin,2017,New Delhi,Rakesh Malhotra,"DEG, KFW DEG",4700000.0,Series A,2020,FinTech
2020-05-21,GogoBus,2016,Delhi,Amit Gupta,Ixigo,3000000.0,Series A,2020,Logistics
2020-05-22,Ahaguru,2012,Chennai,"Gomathi S, Dr Balaji Sampath",Anand Mahindra,3000000.0,Series A,2020,Education
2020-05-22,Uni,2016,Mumbai,Nitin Gupta,"Lightspeed India Partners, Accel India",18500000.0,Seed,2020,FinTech
2020-05-22,Pixxel,2019,Bangalore,"Kshitij Khandelwal, Awais Ahmed","Lightspeed India Partners, Blume Ventures, GrowX ventures",5000000.0,Seed Round,2020,Technology
2020-05-22,Wellness Forever,2008,Mumbai,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan","Poonawalla, Allana Group",100000000.0,Series A,2020,Healthcare
2020-05-23,iNurture Education,2016,Bangalore,Ashwin Ajila,Kimera Ltd,4000000.0,Series A,2020,Education
2020-05-23,Bounce,2014,Bangalore,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series D,2020,Automotive
2020-05-24,Inspektlabs,2019,Delhi,"Devesh Trivedi, Sanchit","Better Capital, Titan Capital",600000.0,Pre-series A,2020,Technology
2020-05-24,Indian School Finance Company,2016,Hyderabad,Byju Raveendran,Gray Matters Capital,5271000.0,Seed Round,2020,FinTech
2020-05-24,Karfa,2016,Delhi,Kartikeya Goel,Undisclosed,25000.0,Seed Round,2020,E-Commerce
2020-05-25,Krayonnz,2019,Bangalore,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,100000.0,Pre-seed,2020,Education
2020-05-25,EkAnek,2018,New Delhi,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",5040000.0,Edge,2020,Technology
2020-05-25,Peppermint,2020,Bangalore,"Runal Dahiwade, Nityanand Prabhutendolkar, Miraj C. Vora","Venture Catalysts, Naveen Kshatriya,",3000000.0,Seed Round,2020,Technology
2020-05-25,Spoonshot,2015,Bangalore,"Kishan Vasani, Sai Sreenivas Kodur","SRI Capital, Techstars Farm to Fork Accelerator",1000000.0,Seed A,2020,Consumables
2020-05-26,Universal Sportsbiz,2012,Bangalore,Anjana Reddy,NB Ventures,530000.0,Series A,2020,Lifestyle
2020-05-26,Strata,2019,Bangalore,"Lodha, Priyanka Rathore","Propstack, SAIF Partners",19067328.0,Series A,2020,Real Estate
2020-05-27,Peel-Works,2010,Mumbai,"Sachin Chhabra, Nidhi Ramachandran","CESC Ventures, Brun Raschle",3000000.0,Series A,2020,E-Commerce
2020-05-27,Park+,2016,Bangalore,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,Series A,2020,Technology
2020-05-27,Teachmint,2016,Bangalore,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Better Capital,3000000.0,Series A,2020,Education
2020-05-27,Chaayos,2012,Bangalore,"Nitin Saluja, Raghav Verma",Think Investment,21500000.0,Series A,2020,Consumables
2020-05-27,FanPlay,2018,New Delhi,"Bharat Gupta, Pritesh Kumar","Core91 Fund, Anupam Mittal",3000000.0,Seed,2020,Gaming
2020-05-28,PakkaProfile,2019,Bangalore,"Nagmanjunath Shivakumar, Savio Sebastian",Java Capital,3000000.0,Seed,2020,Technology
2020-05-28,Gonuts,2020,Mumbai,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",400000.0,Seed,2020,Media/Entertainment
2020-05-28,Byju's,2011,Bangalore,"Byju Raveendran, Divya Gokulnath","Owl Ventures, Tiger Global Management",200000000.0,Series A,2020,Education
2020-05-28,Waycool,2015,Chennai,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank,5500000.0,Series C,2020,Technology
2020-05-28,Gully Network,2019,Bangalore,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners",1200000.0,Pre-series A,2020,E-Commerce
2020-05-29,Avataa Me,2014,Bangalore,Gaurav Baid,Sequoia Capital India,7000000.0,Series A,2020,Technology
2020-05-29,Bolo Indya,2016,Gurugram,Varun Saxena,"Eagle10 Ventures, India Accelerator, HNIs",300000.0,Pre-series A,2020,Media/Entertainment
2020-05-29,Cover it Up,2013,Chennai,Ronak Sarda,Angel investors,400000.0,Seed,2020,E-Commerce
2020-05-30,Rare Planet,2015,Kolkata,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,400000.0,Pre-series A,2020,Consumer Services
2020-05-31,AsknBid,2018,Bangalore,"Suresh Bavisetti, Paarth Dhar",Ravikanth Reddy & Mumbai Angel Network,3000000.0,Series A,2020,Technology
2020-05-31,Big Bang Boom Solutions,2018,Chennai,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",Mumbai Angels Network,1000000.0,Series A,2020,Other
2020-05-31,Friyey,2016,Pune,Yogesh Thore,Tarun Bhalla,3000000.0,Series A,2020,Other
2020-06-01,Slintel,2016,San Francisco,"Deepak Anchala, Rahul Bhattacharya, Ranjana TN","Accel, Stellaris Venture Partners",4200000.0,Series A,2020,Other
2020-06-01,Ninjacart,2015,Bangalore,"Ashutosh Vikram, Kartheeswaran K K, Sharath Loganathan, Thiru Nagarajan, Thirukumaran Nagarajan, Vasu Devan","Syngenta Ventures, Walmart",30000000.0,Series A,2020,Consumables
2020-06-03,Timios,2016,Bangalore,Aswani Chaitanya,Rangsons Technologies,3000000.0,Pre-series A,2020,Consumables
2020-06-03,Super Surfaces,2016,Hyderabad,Kumar Varma,Vishnu Reddy,500000.0,Series A,2020,Other
2020-06-03,JetSynthesys,2012,Mumbai,Rajan Navani,"Adar C. Poonawalla, Kris Gopalakrishnan",40000000.0,Series A,2020,Technology
2020-06-03,Byju,2011,Bangalore,Byju Raveendran,General Atlantic,200000000.0,Series A,2020,Education
2020-06-04,FreshtoHome,2015,Bangalore,Shan Kadavil,"Ascent Capital, Iron Pillar",16000000.0,Series A,2020,E-Commerce
2020-06-04,FPL Technologies,2019,Pune,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",10000000.0,Series A,2020,FinTech
2020-06-04,DailyHunt,2016,Bangalore,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",24000000.0,Series A,2020,Media/Entertainment
2020-06-05,Rheo,2016,Bangalore,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,Series A,2020,Media/Entertainment
2020-06-05,Varthana,2016,Bangalore,Steve Hardgrave,ChrysCapital,15000000.0,Series D,2020,FinTech
2020-06-05,InCred,2016,Mumbai,Bhupinder Singh,"Pushpak Credit, Fiscal",5000000.0,Debt,2020,Finance
2020-06-05,FarEye,2016,Delhi,"Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell venture capital, Eight Roads Venture",24500000.0,Series D,2020,Logistics
2020-06-05,Pickright Technologies,2019,Bangalore,"Archana Elapavuluri, Namandeep Bhatia, Siddharth Panjwani","Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",175000.0,Seed Round,2020,FinTech
2020-06-05,AgroWave,2017,Gurugram,Anu Meena,Sekhar Puli,500000.0,Series A,2020,Technology
2020-06-06,WizKlub,2018,Bangalore,Amit Bansal,Incubate Fund India,982530.0,Seed Funding,2020,Education
2020-06-06,BlackSoil,2016,Mumbai,Ankur Bansal,Venture Catalysts,10000000.0,Series A,2020,FinTech
2020-06-06,Jai Kisan,2017,Mumbai,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures",3937000.0,Pre-series A,2020,FinTech
2020-06-06,Toppeq,2019,Mumbai,Nandini Sankar,Venture Catalysts,3000000.0,Seed,2020,Technology
2020-06-06,Infinite Uptime,2015,Pune,Raunak Bhinge,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",5100000.0,Series B,2020,Technology
2020-06-06,TrueFan,2020,Mumbai,"Nimish Goel, Nevaid Aggarwal, Devender Bindal","Mayfield India, Saama Capital, Ronnie Screwvala",4300000.0,Seed Round,2020,Media/Entertainment
2020-06-07,Interviewbit,2014,Pune,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A,2020,Education
2020-06-07,Bombay Play,2016,Bangalore,"Abhas Saroha, Oliver Jones","Leo capital, Ramakant Sharma",1500000.0,Pre-series A,2020,Gaming
2020-06-07,BigHaat,2015,Bangalore,"Sateesh Nukala, SachinNandwana","Ankur Capital, Beyond Next Ventures",2000000.0,Pre-series A,2020,Technology
2020-06-08,Sunday,2017,Bangkok,Cindy Kua,"SCB 10X, LINE Ventures",9000000.0,Pre-Series B,2020,FinTech
2020-06-08,FreshtoHome,2015,Bangalore,Shan Kadavil,"Ascent Capital, Iron Pillar",121000000.0,Series C,2020,E-Commerce
2020-06-08,Agro2o,2016,New Delhi,Yash Vyas,Mumbai Angels Network,3000000.0,Series A,2020,Technology
2020-06-08,Rebel Foods,2011,Pune,"Jaydeep Barman, Kallol Banerjee",Coatue Management,50000000.0,Series A,2020,Consumables
2020-06-09,Pepperfry,2013,Mumbai,"Ambareesh Murty, Ashish Shah",Pidilite Industries,40000000.0,Series F,2020,E-Commerce
2020-06-09,Raskik,2019,Bangalore,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram","Venture Catalysts, 9Unicorns",1000000.0,Pre-series A,2020,Other
2020-06-09,Credgenics,2018,New Delhi,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",3000000.0,Pre-series A,2020,FinTech
2020-06-09,Byju’s,2011,Bangalore,Byju Raveendran,"Owl Ventures, Tiger Global Management",500000000.0,Series A,2020,Education
2020-06-09,PadCare Labs,2018,Pune,Ajinkya Dhariya,Venture Center,3000000.0,Pre-seed,2020,Healthcare
2020-06-10,DMI Group,2008,Delhi,"Shivashish Chatterjee, Yuvraja Singh",NXC Corporation,123000000.0,Series A,2020,Finance
2020-06-10,Fingerlix,2016,Bangalore,"Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, RB Investments.",1834000.0,Series A,2020,Consumables
2020-06-10,Bira91,2015,Bangalore,Ankur Jain,"Sequoia Capital, Sofina",20000000.0,Series C,2020,Consumables
2020-06-12,PointOne Capital,2020,Bangalore,Mihir Jha,Venture Catalysts,3000000.0,Series A,2020,Finance
2020-06-12,Exotel,2011,Bangalore,Shivakumar Ganesan,"A91 Partners, Artha India Ventures",5000000.0,Series A,2020,Technology
2020-06-12,Testbook,2016,Bangalore,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,8400000.0,Series B,2020,Education
2020-06-12,uFony Services Pvt ltd,2016,Pune,Ashish C,Chennai Angels,3000000.0,Series A,2020,Education
2020-06-13,Harmonizer India,2019,Bangalore,M R Srinivas,Kapil Dev,3000000.0,Series A,2020,Technology
2020-06-13,DrinkPrime,2016,Bangalore,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque",3000000.0,Seed Round,2020,E-Commerce
2020-06-13,HighRadius,2016,Hyderabad,Sashi Narahari,ICONIQ Capital,125000000.0,Series B,2020,Technology
2020-06-14,Oga Fit's,2017,Bangalore,Ashish Rawat,9Unicorns,3000000.0,Pre-series A,2020,Wellness/Beauty
2020-06-14,Railofy,2019,Mumbai,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital",5000000.0,Seed,2020,Logistics
2020-06-14,Loop Health,2017,Pune,"Mayank Kale, Ryan Singh","Y Combinator, Sierra Ventures",2300000.0,Seed,2020,Healthcare
2020-06-14,BitClass,2020,Bangalore,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures",2000000.0,Seed,2020,Technology
2020-06-15,Jiffy ai,2018,Bangalore,Babu Sivadasan,Nexus Venture Partners,18000000.0,Series A,2020,Technology
2020-06-15,SMEcorner,2014,Mumbai,"Bhatia, Sneha Shah",Paragon Partners,30000000.0,Series B,2020,FinTech
2020-06-15,Cars24,2015,Gurgaon,Vikram Chopra,Vivriti Capital,1328000.0,Series A,2020,Automotive
2020-06-15,Gradeup,2015,Noida,Shobhit Bhatnagar,"Times Internet, TLabs",546000.0,Series A,2020,Education
2020-06-16,Khatabook,2016,Bangalore,Ravish Naresh,Mahendra Singh Dhoni,3000000.0,Series A,2020,FinTech
2020-06-16,Satin Creditcare,2016,Gurgaon,Byju Raveendran,Austrian Bank,15000000.0,Series A,2020,FinTech
2020-06-16,Myglamm,2015,Mumbai,Darpan Sanghvi,"Tano India, L’Occitane, Bessemer",4327000.0,Series A,2020,Wellness/Beauty
2020-06-17,Lal10,2016,Uttar Pradesh,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact,1100000.0,Series A,2020,E-Commerce
2020-06-17,Otipy,2020,Bangalore,Varun Khanna,Inflection Point Ventures,1000000.0,Pre-series A,2020,E-Commerce
2020-06-18,Pando,2017,Chennai,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,9000000.0,Series A,2020,Technology
2020-06-18,SATYA Microcapital,1995,Delhi,Vivek Tiwari,BlueOrchard Finance Limited,9.0,Series A,2020,FinTech
2020-06-18,Gramophone,2016,Indore,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan","Siana Capital Management, Info Edge",340000.0,Series A,2020,Technology
2020-06-18,Suno India,2018,Bangalore,"DVL Padma Priya, Rakesh Kamal, Tarun Nirwan",Shobu Yarlagadda,3000000.0,Angel Round,2020,Media/Entertainment
2020-06-18,Vahak,2017,Bangalore,"Karan Shaha, Vikas Chandrawat","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",3000000.0,Seed Round,2020,Logistics
2020-06-20,Eloelo,2020,Bangalore,"Saurabh Pandey, Akshay Dubey",Venture Catalysts,450000.0,Seed,2020,Other
2020-06-20,Sreyas Holistic Remedies,2008,Hyderabad,Dr Prashant Soma,Blacksoil,1000000.0,Series A,2020,Technology
2020-06-20,LetsTransport,2015,Bangalore,"Pushkar Singh, Sudarshan Ravi, Ankit Parasher",Innoven Capital,1715000.0,Series A,2020,Technology
2020-06-20,Voicezen,2016,Gurugram,Anurba Nath,Bharti Airtel,3000000.0,Series A,2020,Technology
2020-06-20,Grinntech,2013,Chennai,"Nikhilesh Mishra, Puneet Jain","V Sumantran, V Lakshmi Narayanan",2000000.0,Series A,2020,Energy
2020-06-21,Tracxn,2013,Bangalore,"Abhishek Goyal, Neha Singh","Saif partners, Accel partners, Sequoia capital",887000.0,Series B,2020,Other
2020-06-21,Drishti Technologies,2016,Bangalore,Prasad Akella,Sozo Ventures,25000000.0,Series B,2020,Technology
2020-06-21,Arya,2016,Noida,Prasanna Rao,LGT Lightstone Aspada,6000000.0,Series B,2020,Technology
2020-06-21,Power Gummies,2018,New Delhi,Divij Bajaj,Venture Catalysts,3000000.0,Bridge,2020,Healthcare
2020-06-21,Groww,2016,Bangalore,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal","Y Combinator, Ribbit Capital",30000000.0,Series C,2020,FinTech
2020-06-22,Clair,2019,New York,"Alex Kostecki, Erich Nussbaumer, Nico Simko","Upfront Ventures, Walkabout Ventures",4500000.0,Seed,2020,FinTech
2020-06-22,Disprz,2015,Chennai,"Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital",1600000.0,Pre-series B,2020,Education
2020-06-22,TagMango,2019,Mumbai,"Divyanshu Damani, Mohammad Hasan","XRM Media, Kevin Lin",700000.0,Seed,2020,Marketing
2020-06-22,Dealberg,2016,Bangalore,Abhishek Emmanuel,Undisclosed,3000000.0,Series A,2020,E-Commerce
2020-06-22,Morning Context,2016,Bangalore,Byju Raveendran,Angel investors,3000000.0,Seed Round,2020,Media/Entertainment
2020-06-23,Biryani By Kilo,2016,Delhi,Vishal Jindal,"Devanshu Dolat Desai, Anand M Khatau, Debasish Priyadarshi Purohit, Kaushik Shanghvi",790000.0,Series B,2020,Consumables
2020-06-23,Bizongo,2015,Mumbai,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C,2020,Marketing
2020-06-24,Phononic Vibes,2018,Milano,"Andrea Boeri, Braghin Francesco, Giovanni Capellari, Luca D'Alessandro, Stefano Caverni",Venture Catalysts,2300000.0,Series A,2020,Technology
2020-06-24,Nova Credit,2016,Bangalore,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst.",50000000.0,Series B,2020,FinTech
2020-06-24,StayQrious,2020,Bangalore,"Aanand Srinivas, Avinash Anand, Shankar Ram A",Y Combinator,2000000.0,Seed,2020,Education
2020-06-24,SpeakIn,2018,Noida,Deepshikha Kumar,Homage Ventures.,3000000.0,Series A,2020,Media/Entertainment
2020-06-25,Ameliorate Biotech,2016,Bangalore,"Dr Binita Shrivastava Tunga, Dr Rashbehari Tunga","PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI",264000.0,Angel Round,2020,Healthcare
2020-06-26,Omatra Hotels,2017,Kolkata,"NAVEED AHAMED, SYED SAQQA ABBAS",Capify,3000000.0,Seed,2020,Hospitality
2020-06-26,Cuemath,2013,Bangalore,Manan Khurma,Trifecta Capital,2888000.0,Series B,2020,Education
2020-06-26,Railofy,2019,Mumbai,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,900000.0,Seed,2020,Other
2020-06-27,goStops,2012,Delhi,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.,3000000.0,Series A,2020,Real Estate
2020-06-27,Finaureus Technologies,2017,Pune,"Arindam Ghosh, U R Bhatt",Pinetree Capital,3000000.0,Pre-series A,2020,FinTech
2020-06-27,Aker Foods,2019,Pune,Suraj Saste,Mumbai Angels Network,3000000.0,Series A,2020,Consumables
2020-06-28,CoinDCX,2016,Bangalore,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group",3000000.0,Series A,2020,FinTech
2020-06-28,Taimei,2013,Jiaxing,Lu Zhao,"Cowin Venture, ZSVC",176000000.0,Series A,2020,Automotive
2020-06-28,Josh Talks,2015,Haryana,"Supriya Paul, Shobhit Banga",Media Development Investment Fund,1500000.0,Pre-series A,2020,Media/Entertainment
2020-06-28,Dunzo,2014,Bangalore,"Kabeer Biswas,  Mukund Jha, Dalvir Suri, Ankur Aggarwal",Undisclosed,55000000.0,Series A,2020,Logistics
2020-06-28,JetSynthesys,2012,Pune,RajanNavani,"Adar Poonawalla, Kris Gopalakrishnan",40000000.0,Series A,2020,Other
2020-06-29,MPL,2018,Bangalore,"Shubham Malhotra, Sai Srinivas","Base Partners, GO Ventures",90000000.0,Series C,2020,Media/Entertainment
2020-06-29,WE-Hub,2018,Hyderabad,Deepthi Ravula,Venture Catalysts,3000000.0,Series A,2020,Other
2020-06-30,Instamojo,2012,Bangalore,"Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain","BASE, Gunosy Capital",3000000.0,Series A,2020,FinTech
2020-07-01,Spyne,2016,Gurugram,"Sanjay Kumar, Deepti Prasad","Angellist, Smile Group, Manish Amin, Anil Goel, Anubhav Sonthalia, Deepak Mittal",3000000.0,Pre-series A,2020,Technology
2020-07-01,Betterplace,2015,Bangalore,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures,10000000.0,Series B,2020,Technology
2020-07-01,LEAD School,2012,Mumbai,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",28000000.0,Series C,2020,Technology
2020-07-01,The New Shop,2019,New Delhi,"Charak Almast, Aastha Almast, Mani Dev Gyawali",Huddle Accelerator,500000.0,Seed,2020,Consumer Services
2020-07-01,Specsmaker,2007,Chennai,Pratik Shah,Eight Road Ventures,3060000.0,Series A,2020,Lifestyle
2020-07-01,Mitron TV,2020,Bangalore,"Shivank Agarwal, Anish Khandelwal",9Unicorns,3000000.0,Series A,2020,Media/Entertainment
2020-07-01,Infarm,2013,Berlin,"Erez Galonska, Guy Galonska, Osnat Michaeli","Bonnier Ventures, Hanaco Venture Capital",170000000.0,Series C,2020,Technology
2020-07-01,Cover Genius,2014,Sydney,"Angus McDonald, Chris Bayley","King River Capital, Leap Capital",15000000.0,Series A,2020,FinTech
2020-07-01,Udacity,2011,California,"David Stavens, Mike Sokolsky, Sebastian Thrun","Hercules Capital, Inc.Bertelsmann",75000000.0,Debt,2020,Education
2020-07-02,Yap,2016,Chennai,"Madhusudanan R, Muthukumar and Prabhu",BeeNext,4500000.0,Series A,2020,FinTech
2020-07-03,Unacademy,2015,Bangalore,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Dragoneer Investment Group, Tiger Global Management",3000000.0,Series A,2020,Education
2020-07-04,Zimyo,2018,Gurugram,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),3000000.0,Series A,2020,Technology
2020-07-04,Zomato,2008,Gurugram,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",52000000.0,Series A,2020,Consumables
2020-07-04,CredR,2014,Mumbai,"Nikhil Jain, Nittin Mittal, Sumit Chhazed","Eight Roads Ventures, On Mauritius",2000000.0,Series A,2020,E-Commerce
2020-07-04,Sprinng Foods,2016,Mumbai,Tarun Khanna,"Mistletoe, Info Edge Asia",3000000.0,Series A,2020,Consumables
2020-07-05,Genius Corner,2014,Noida,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,Series A,2020,Education
2020-07-05,HappyLocate,2016,Bangalore,"Ajay Tiwari, Sainadh Duvvuru",The CoWrks Foundry,500000.0,Pre-series A,2020,Technology
2020-07-05,Phool.co,2017,Kanpur,Ankit Agarwal,Kaplan Foundation,1400000.0,Pre-series A,2020,Technology
2020-07-05,Aavenir,2019,Ahmedabad,Ashish Bhandari,Accel,2000000.0,Seed Round,2020,Technology
2020-07-05,91springboard,2012,Delhi,"Vemuri, Deepak Sharma, Pranay Gupta, Varun Chawla","Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",5940000.0,Series A,2020,Other
2020-07-06,Bulk MRO,2015,Mumbai,"Devang Shah, Gaurang Shah",Stride Ventures,3344000.0,Series A,2020,E-Commerce
2020-07-06,Nirmata,2013,San Franciscao,"Damien Toledo, Jim Bugwadia, Ritesh Patel","Damien Toledo, Jim Bugwadia, Ritesh Patel",3000000.0,Series A,2020,Technology
2020-07-06,Shipsy,2015,Gurugram,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",6000000.0,Series A,2020,Technology
2020-07-06,Fitphilia,2016,Mumbai,Nirav Patil,Angel investors,3000000.0,Series A,2020,Healthcare
2020-07-07,The Money Club,2016,Delhi,"Manuraj Jain, Surajit Raj",Venture Catalysts,3000000.0,Series A,2020,Technology
2020-07-07,YoloBus,2019,Gurugram,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners,3300000.0,Series A,2020,Logistics
2020-07-07,AFK Gaming,2012,Mumbai,Nishant Patel,Venture Catalysts,200000.0,Pre-series A,2020,Media/Entertainment
2020-07-08,ShareChat,2015,Bangalore,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",351000.0,Series A,2020,Media/Entertainment
2020-07-08,Guvi Geek Network Pvt Ltd,2014,Chennai,"SP Balamurugan, Arun Prakash, Sri Devi",Education Catalyst Fund,786000.0,Pre-series A,2020,Education
2020-07-09,Aerostrovilos,2016,Chennai,"Rohit Grover, Pradeep Thangappan",Mumbai Angels Network,3000000.0,Series A,2020,Automotive
