Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2021-02-26,Slice,2016,Bangalore,Rajan Bajaj,"Gunosy, Blume Ventures",20000000.0,Seed,2021,FinTech
2021-02-26,TWID,2020,Bangalore,"Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia’s Surge",2500000.0,Seed,2021,FinTech
2021-02-27,Eupheus Learning,2017,New Delhi,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,10000000.0,Series C,2021,Other
2021-02-27,BricSpaces,2018,Bangalore,Madhusudhan,Angel investors,350000.0,Pre-seed,2021,Other
2021-02-28,Devic Earth,2018,Bangalore,Dr Srikanth Sola,Blue Ashva Capital,1000000.0,Seed,2021,Other
2021-02-28,WickedGud,2021,Mumbai,Bhuman Dani,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",340000.0,Pre-seed,2021,Consumables
2021-02-28,KoineArth,2018,Bangalore,Praphul Chandra,YourNest,1800000.0,Pre-series A,2021,Technology
2021-03-01,True Elements,2011,Pune,"Puru Gupta, Sreejith Moolayil",RP-Sanjiv Goenka Group,1000000.0,Seed,2021,Consumables
2021-03-01,MergerDomo,2018,New Delhi,Hormazd Charna,Nadir B Godrej,500000.0,Seed,2021,Finance
2021-03-01,Captain Fresh,2019,Bangalore,Utham Gowda,"Tiger Global, Prosus Ventures",40000000.0,Series B,2021,Logistics
2021-03-01,Xpresslane,2019,Bangalore,Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000.0,Pre-seed,2021,Technology
2021-03-02,Koparo,2020,New Delhi,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",700000.0,Seed,2021,Consumer Services
2021-03-02,Mensa Brands,2021,Bangalore,Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",50000000.0,Series A,2021,Other
2021-03-03,Enercomp,2013,Ahmedabad,SURESH SHAHDADPURI,ah! Ventures,200000.0,Seed,2021,Technology
2021-03-05,DrinkPrime,2016,Bangalore,Anil Kejriwal,"UC Inclusive Credit, Western Capital",1000000.0,Seed,2021,Consumer Services
2021-03-05,Snack Amor,2014,Mumbai,Deepak Grover,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",169032154.0,Seed,2021,Consumables
2021-03-05,MasterMentors,2019,West Bengal,"Suraj Juneja, Vijay Rachh, and Aaquib Hussain",Inflection Point Ventures,1500000.0,Seed,2021,Education
2021-03-06,Disruptium,2021,Ahmadabad,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,200000.0,Seed,2021,Consumer Services
2021-03-06,ElasticRun,2015,Pune,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",75000000.0,Series D,2021,E-Commerce
2021-03-07,ReshaMandi,2020,Bangalore,Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal",30000000.0,Series A,2021,E-Commerce
2021-03-07,IsGoingOnline,2015,Cochin,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Pre-series A,2021,Consumer Services
2021-03-08,LivQuik Technology,2012,Mumbai,Mohit Lalvani,M2P Fintech,4000000.0,Seed,2021,Finance
2021-03-08,Miko,2015,Mumbai,"Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000.0,Seed,2021,Consumer Services
2021-03-09,Storia,2016,Mumbai,Vishal Shah,Sixth Sense Ventures,6000000.0,Series A,2021,Consumables
2021-03-09,Karkhana.io,2018,Mumbai,Sonam Motwani,Zone Startups In,1500000.0,Seed,2021,Manufacture
2021-03-09,Prescinto,2016,Gujarat,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund",3500000.0,Seed,2021,Energy
2021-03-09,Euler Motors,2018,New Delhi,Saurav Kumar,"Jetty Ventures, Srinivas Anumolu",4000000.0,Series A,2021,Automotive
2021-03-09,Ruptok,2020,New Delhi,"Ankur Gupta, Akshita Gupta, Yashwardhan Aeren",Wurk,10000000.0,Seed,2021,FinTech
2021-03-09,Teachmint,2020,Bangalore,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",78000000.0,Series B,2021,Other
2021-03-10,Bewakoof,2012,Mumbai,Prabhkiran Singh,InvestCorp,8000000.0,Seed,2021,Lifestyle
2021-03-10,Toch.ai,2016,Mumbai,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures,11000000.0,Series A,2021,Technology
2021-03-10,Flatheads,2019,Bangalore,"Ganesh Balakrishnan, Utkarsh Biradar","Pankaj Chaddah, Srivatsan Rajan",169032154.0,Seed,2021,Lifestyle
2021-03-10,Ishitva,2018,Ahmedabad,Jitesh Dadlani,Inflection Point Ventures,1000000.0,Pre-series A,2021,Technology
2021-03-10,Veefin,2010,Mumbai,"Gautam Udani, Raja Debnath",Rajesh Rajendran,3000000.0,Seed,2021,Technology
2021-03-10,Boingg,2019,Gurugram,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,200000.0,Seed,2021,Other
2021-03-11,CoRover,2016,Bangalore,"Ankush Sabharwal, Manav Gandotra, Kunal Bhakhri",Canbank Venture Capital Fund,169032154.0,Seed,2021,Technology
2021-03-11,Bombay Shaving Company,2016,New Delhi,"Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Sixth Sense Ventures, Colgate Palmolive",6000000.0,Seed,2021,Lifestyle
2021-03-12,Better Capital,2006,Santra,Vaibhav Domkundwar,Inflection Point Ventures,15000000.0,Seed,2021,Finance
2021-03-12,Go Swift,2019,Bangalore,"Shyam Kalita, Debanshu Sinha, Prayas Mittal",Kalaari Capital,2000000.0,Pre-series A,2021,Consumer Services
2021-03-12,Visit Health,2015,New Delhi,"Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies,7500000.0,Seed,2021,Wellness/Beauty
2021-03-12,Playto Labs,2021,Bangalore,Pavan Ponnaganti,Inflection Point Ventures,500000.0,Seed,2021,Other
2021-03-12,Glii,2020,Noida,Shivam Kaushik,We Founder Circle,10000.0,Seed,2021,Lifestyle
2021-03-13,Zupee,2018,Gurugram,"Dilsher Singh, Siddhant Saurabh","WestCap Group, Tomales Bay Capital",30000000.0,Seed,2021,Gaming
2021-03-13,Edukemy,2020,Noida,Chandrahas Panigrahi,"Auxano, Falcon5",2000000.0,Pre-series A,2021,Education
2021-03-14,Shadez,2019,Mumbai,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures,200000.0,Pre-series A,2021,Consumer Services
2021-03-14,Slice,2016,Bangalore,Rajan Bajaj,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000.0,Seed,2021,Finance
2021-03-14,Probus Insurance,2002,Mumbai,Rakesh goyal,BlueOrchard Impact Investment Managers,6700000.0,Seed,2021,Finance
2021-03-15,Siply,2020,Bangalore,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures,1000000.0,Seed,2021,FinTech
2021-03-16,Plum,2019,Bangalore,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",15000000.0,Series A,2021,Automotive
2021-03-16,Powerhouse91,2020,Gurugram,"Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners,169032154.0,Seed,2021,Consumer Services
2021-03-16,Skeps,2018,Gurugram,"Mayank Tewari, Tushar Srivastava",Bertelsmann India,9500000.0,Seed,2021,FinTech
2021-03-16,immunitoAI,2020,Bangalore,"Aridni Shah, Trisha Chatterjee",pi Ventures,1000000.0,Seed,2021,Healthcare
2021-03-16,Ankur capital,2011,Mumbai,Ritu Verma,Inflection Point Ventures,40000000.0,Seed,2021,FinTech
2021-03-16,CredAble,2017,Mumbai,Nirav Choksi,"Plutus Wealth, Oaks Asset Management",30000000.0,Series B,2021,Finance
2021-03-17,Bikry app,2019,Noida,Abhishek Bhayana,YCombinator,1300000.0,Seed,2021,Consumer Services
2021-03-17,Good Health Clinic,2021,Hyderabad,Samarth Sindhi,Khosla Ventures,5000000.0,Seed,2021,Automotive
2021-03-17,Vanity Wagon,2018,New Delhi,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,700000.0,Pre-series A,2021,Consumer Services
2021-03-17,Ecom Express,2012,New Delhi,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan","CDC Group, Partners Group",20000000.0,Seed,2021,E-Commerce
2021-03-17,BetterPlace,2014,Bangalore,Pravin Agarwala,"Jungle Ventures, CX Partners",24000000.0,Series C,2021,Technology
2021-03-18,Auric,2017,New Delhi,Deepak Agarwal,Venture Catalysts,2000000.0,Pre-series A,2021,Automotive
2021-03-18,Coinshift,2021,Chandigarh,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",2500000.0,Seed,2021,Technology
2021-03-19,Koo,2020,Bangalore,"Mayank Bidawatka, Aprameya Radhakrishna","3one4 Capital, Accel",4100000.0,Series A,2021,Media/Entertainment
2021-03-19,Uvi Health,2020,Bangalore,Mehak Malik,Titan Capital,330000.0,Pre-seed,2021,Automotive
2021-03-19,SuperZop,2016,Mumbai,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,4000000.0,Series A,2021,Consumer Services
2021-03-21,Navars,2019,Hyderabad,Sravan Varma Datla,Faad Network,169032154.0,Seed,2021,Education
2021-03-22,Trell,2016,Bangalore,"Pulkit Agrawal, Arun Lodhi, Bimal Kartheek Rebba",Amazon,100000000.0,Seed,2021,Other
2021-03-22,BankSathi,2019,New Delhi,Jitendra Dhaka,"Dinesh Godara, Aditya Talwar",200000.0,Seed,2021,FinTech
2021-03-22,Valuationary,2020,Surat,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana",100000.0,Pre-seed,2021,Other
2021-03-23,Mailmodo,2020,Bangalore,"Aquibur Rahman, Apurv Gupta, Devyesh Tandon","Sequoia’s Surge, Y Combinator",2000000.0,Seed,2021,Marketing
2021-03-23,KIWI,2020,New Delhi,"Imran Ladiwala, Mishu Ahluwalia","PointOne Capital, Core91 VC",250000.0,Seed,2021,Technology
2021-03-23,Powerplay,2020,Bangalore,"Shubham Goyal, Lesh Dixit","Sequoia’s Surge, Accel Partners",5200000.0,Seed,2021,Real Estate
2021-03-24,SuperBeings,2019,Bangalore,"Yasharth Mishra, Gaurav Bhawnani, Kunal Mishra",Endiya Partners,169032154.0,Seed,2021,Other
2021-03-24,Northern Arc,2008,Chennai,Kshama Fernandes,"U.S. International Development Finance Corp, Asian Development Bank",10000000.0,Debt,2021,FinTech
2021-03-24,Jumbotail,2015,Bangalore,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,4000000.0,Debt,2021,E-Commerce
2021-03-25,NODWIN,2012,Gurugram,Gautam Virk,Krafton,20000000.0,Seed,2021,Gaming
2021-03-25,GoKwik,2020,New Delhi,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,15000000.0,Series A,2021,Technology
2021-03-26,Keito,2016,Pune,Amal P S,"Rajesh Agarwal, Nandkishore Mundada",169032154.0,Seed,2021,Technology
2021-03-26,CropIn,2010,Bangalore,Krishna Kumar,"Invested Development, Pratithi Investment Trust",20000000.0,Series C,2021,Technology
2021-03-26,Fitpage,2020,Mumbai,Vikas Singh,"Astra Ventures, Gaurav Jaitly",300000.0,Seed,2021,Wellness/Beauty
2021-03-26,Quizizz,2015,Bangalore,"Ankit Gupta, Deepak Joy Cheenath","Eight Roads Ventures India, Nexus Venture Partners",12500000.0,Series A,2021,Education
2021-03-26,Chalo,2014,Mumbai,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital",40000000.0,Series C,2021,Logistics
2021-03-27,Adda247,2016,Gurugram,"Anil Nagar, Saurabh Bansal",WestBridge Capital,20000000.0,Series B,2021,Other
2021-03-27,Unacademy,2015,Bangalore,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia,169032154.0,Seed,2021,Education
2021-03-29,Chqbook,2017,New Delhi,"Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma","Aavishkaar Venture Capital, YWC Venture Capital",1000000.0,Seed,2021,FinTech
2021-03-29,True Balance,2014,Gurugram,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",10000000.0,Debt,2021,FinTech
2021-03-29,Oyo,2012,Gurgaon,Ritesh Agarwal,Hindustan Media Venture,7000000.0,Series F1,2021,Hospitality
2021-03-29,FRAAZO,2020,Mumbai,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",11000000.0,Series A,2021,Consumables
2021-03-29,Convin,2019,Bangalore,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",300000.0,Pre-seed,2021,Technology
2021-03-29,Happy Jars,2016,New Delhi,"Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,400000.0,Seed,2021,Consumables
2021-03-29,Bimaplan,2020,Bangalore,Vikul Goyal,"Roshan Abbas, Ritesh Malik",2500000.0,Pre-series A,2021,Other
2021-03-29,Questt,2020,Gurugram,"Akhil, Mohsin M, Rohit Pande",Celesta Capital,6750000.0,Series A,2021,Education
2021-03-29,SuperGaming,2017,Pune,"Roby John, Sanket Nadhani, Navneet Waraich","Skycatcher, AET Fund, BAce Capital, Dream Incubator, 1Up Ventures",5500000.0,Seed,2021,Gaming
2021-03-30,RuleZero,2019,Bangalore,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",1000000.0,Seed,2021,Technology
2021-03-30,Treebo Hotels,2015,Bangalore,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,16000000.0,Series D,2021,Hospitality
2021-03-30,Bella Vita Organic,2018,Gurugram,Aakash Anand,Ananta Capital,10000000.0,Seed,2021,Automotive
2021-04-01,EF Polymer,2018,Rajsamand,Narayan Lal Gurjar,MTG Ventures,200000.0,Seed,2021,Technology
2021-04-01,Defy,2021,Bangalore,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital",5500000.0,Seed,2021,Finance
2021-04-02,SATYA MicroCapital,2017,New Delhi,Vivek Tiwari,"responsAbility Investments, Blue Orchard",10000000.0,Seed,2021,Finance
2021-04-03,Supersourcing,2020,Indore,"Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik",200000.0,Seed,2021,Technology
2021-04-04,Avishkaar,2014,New Delhi,"Rajeev Gaba, Tarun Bhalla",Auxano,600000.0,Pre-series A,2021,Education
2021-04-04,ABL Workspaces,2017,New Delhi,"Ankur Gupta, Akshita Gupta",Wurk,600000.0,Pre-series A,2021,Hospitality
2021-04-04,We Founder Circle,2020,Mumbai,Neeraj Tyagi,Geekster,2000000.0,Pre-seed,2021,FinTech
2021-04-04,FanPlay,2020,Bangalore,YC W21,"Pritesh Kumar, Bharat Gupta",1200000.0,,2021,Gaming
2021-04-04,IsGoingOnline,2015,Cochin,Eobin Alex,"Unicorn India Ventures, SEA Fund, Devdatt Shah",200000.0,Seed,2021,Consumer Services
2021-04-05,Unlu,2020,Gurugram,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",EXPERT DOJO,1000000.0,Seed,2021,Lifestyle
2021-04-05,Loop Health,2018,Pune,"Amrit Singh, Mayank Kale","Elevation, General Catalyst",12000000.0,Seed,2021,Automotive
2021-04-05,MPL,2018,Bangalore,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",95000000.0,Seed,2021,Gaming
2021-04-05,Sapio Analytics,2019,Mumbai,"Hardik Somani, Ashwin Srivastava, Shripal Jain, Viral Vora","Rachit Poddar, Rajesh Gupta",169032154.0,Seed,2021,Technology
2021-04-06,Safex Chemicals,1991,New Delhi,"SK Jindal, SK Chaudhary",BanyanTree Finance Pvt. Ltd.,50000000.0,Seed,2021,Technology
2021-04-07,boAt,2016,Mumbai,"Aman Gupta, Sameer Mehta","InnoVen Capital, InnoVen Capita",100000000.0,PE,2021,Lifestyle
2021-04-07,Tummoc,2016,Bangalore,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",540000.0,Seed,2021,Logistics
2021-04-07,Jambox Games,2021,Bangalore,Ravi Vyas,Inflection Point Ventures,1100000.0,Seed,2021,Gaming
2021-04-08,Oliveboard,2012,Bangalore,"Abhishek Patil, V Satish Kumar",IAN Fund,3000000.0,Seed,2021,Education
2021-04-08,Open Financial Technologies,2017,Bangalore,Anish Achuthan,"Temasek, Google, SBI Investment",90000000.0,Series C,2021,Finance
2021-04-08,ImaginXP,2013,Pune,Vidhika Rohatgi,Venture Catalysts,1500000.0,Seed,2021,Education
2021-04-09,The Sleep Company,2019,Mumbai,"Ashneer Grover, Shashvat Nakrani",Fireside Ventures,1000000.0,Pre-series A,2021,Consumer Services
2021-04-09,Wysa,2015,Bangalore,"Jo Aggarwal, Ramakant Vempati","W Health Ventures, Pi Ventures",5000000.0,Series A,2021,Technology
2021-04-10,Square Yards,2014,Gurugram,Tanuj Shori,ADM Capital,25000000.0,Seed,2021,Real Estate
2021-04-10,Onsurity,2020,Bangalore,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners,16000000.0,Series A,2021,Automotive
2021-04-11,ApnaKlub,2020,Bangalore,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital",169032154.0,Pre-series A,2021,E-Commerce
2021-04-12,Aqgromalin,2018,Chennai,"Prasanna Manogaran, Bharani CL",Zephyr Peacock,700000.0,Seed,2021,Technology
2021-04-12,BOX8,2012,Mumbai,"Anshul Gupta, Amit Raj",Tiger Global,40000000.0,Seed,2021,Consumables
2021-04-12,TartanSense,2015,Bangalore,Jaisimha Rao,"FMC, Omnivore, Blume Ventures",5000000.0,Seed,2021,Technology
2021-04-13,SSA Finserv,2019,Mumbai,Vikas Agarwal,Blue Ashva Capital,3000000.0,Seed,2021,FinTech
2021-04-13,Skylark Drones,2014,Bangalore,Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",3000000.0,Pre-series A,2021,Logistics
2021-04-13,R for Rabbit,2014,Ahmedabad,Kunal Popat,Xponentia Capital Partners,5000000.0,Seed,2021,Consumer Services
2021-04-14,Saarthi Pedagogy,2015,Ahmadabad,Pedagogy,Sushil Agarwal,1000000.0,,2021,Education
2021-04-14,WeSkill,2020,Gurugram,"Shaurya Joshi, Shashank Patidar, Praneet Agarwal","Shrishti Sahu, Umang Vohra",4000000.0,Pre-seed,2021,Other
2021-04-14,EsportsXO,2020,Bangalore,"Utsav Umang, Rohit Raj, Vikas Goel",We Founder Circle,1100000.0,Seed,2021,Gaming
2021-04-15,Sarathi,2020,Jodhpur,Aditi Poyam,Inflection Point Ventures,100000.0,Seed,2021,Automotive
2021-04-15,NeuroPixel.AI,2020,Bangalore,"Ashneer Grover, Shashvat Nakrani","Arvind Venugopal Nair, Amritendu Mukherjee",800000.0,Seed,2021,Technology
2021-04-15,Arcana,2019,Bangalore,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary","Republic Crypto, Woodstock, DCG, Sahil Lavingia",2300000.0,Seed,2021,Technology
2021-04-16,Thingsup,2020,Pune,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,1000000.0,Seed,2021,Technology
2021-04-16,Sanfe,2018,New Delhi,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma",1000000.0,Series A,2021,Wellness/Beauty
2021-04-16,Nova Benefits,2020,Bangalore,"Saransh Garg, Yash Gupta","Susquehanna International Group, Bessemer Venture Partners",10000000.0,Series A,2021,Wellness/Beauty
2021-04-16,Medikabazaar,2014,Mumbai,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",75000000.0,Series C,2021,Healthcare
2021-04-16,Anvidha Technologies,2020,Haryana,Ganesh ranganathan iyer,Inflection Point Ventures,1500000.0,Seed,2021,Technology
2021-04-16,Advantage Club,2014,Mumbai,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah",1700000.0,Seed,2021,Technology
2021-04-17,ElectricPe,2021,Bangalore,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",3000000.0,Seed,2021,Energy
2021-04-17,Razorpay,2014,Bangalore,"Harshil Mathur, Shashank Kumar","Matrix Partners India, GIC",160000000.0,Series E,2021,FinTech
2021-04-18,FlashPrep,2020,Bangalore,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,500000.0,Pre-seed,2021,Education
2021-04-18,Kaar Technologies,2005,Chennai,Maran Nagarajan,BlackSoil,4000000.0,Seed,2021,Technology
2021-04-18,Knorish,2016,Gurugram,"Rakhi Wadhwa, Kinner N Sacchdev","Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000.0,Pre-series A,2021,Education
2021-04-19,Pratilipi,2015,Bangalore,Ranjeet Pratap Singh,"Krafton Inc, Omidyar",48000000.0,Seed,2021,Other
2021-04-19,Zolve,2020,Bangalore,Raghunandan G,DST Global,40000000.0,Series A,2021,Finance
2021-04-19,DeHaat,2012,Gurugram,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek",115000000.0,Series D,2021,Technology
2021-04-20,Enmovil,2015,Hyderabad,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund,1300000.0,Pre-series A,2021,Technology
2021-04-20,Annapurna Finance,2009,Bhubaneswar,Gobinda Chandra Pattnaik,"Asian Development Bank, Oman India Joint Investment Fund",30000000.0,Seed,2021,FinTech
2021-04-21,DealShare,2018,Jaipur,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Tiger Global Management, InnoVen Capital",9000000.0,Seed,2021,E-Commerce
2021-04-21,Wherehouse.io,2020,New Delhi,"Vaibhav Chawla, Jeevan Prakash, Lavelesh Sharma",Better Capital,169032154.0,Seed,2021,Logistics
2021-04-21,Healofy,2016,Bangalore,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India",6000000.0,Series B,2021,Technology
2021-04-22,Dream Sports,2008,Mumbai,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",840000000.0,Seed,2021,Gaming
2021-04-23,EasyAspataal,2020,Mumbai,"Manoj Gupta, Gunjali Kothari",Venture Catalysts,500000.0,Seed,2021,Automotive
2021-04-23,Zetwerk,2018,Bangalore,"Srinath Ramakkrushnan, Amrit Acharya",Inflection Point Ventures,150000000.0,Series E,2021,Automotive
2021-04-24,Paperfly,2016,Bangalore,"Shahriar Hasan, Md Razibul Islam, Rahath Ahmed, Shamsuddin Ahmed",Ecom Express,11000000.0,Seed,2021,E-Commerce
2021-04-25,Troo Good,2018,Hyderabad,Raju Bhupati,OAKS Asset Management,7000000.0,Series A,2021,E-Commerce
2021-04-25,Kodo Card,2019,Mumbai,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",8000000.0,Seed,2021,FinTech
2021-04-27,NeoDove,2020,Jaipur,Aprit Khandelwal,India Quotient,15000000.0,Seed,2021,Technology
2021-04-27,Braingroom,2015,Chennai,"Madhula Sathyamoorthy, Naliene Ramasamy, Kalaiarsi Periasamy","IAN, Social Alpha, Startup Oasis",200000.0,Seed,2021,Education
2021-04-27,Shyplite,2016,New Delhi,"Nisschal Jain,  Sugam Jain, Parinay Itkan",N+1 Capital,1000000.0,Seed,2021,Logistics
2021-04-27,BharatPe,2018,New Delhi,"Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",6000000.0,Debt,2021,FinTech
2021-04-27,BeepKart,2020,Bangalore,"Hemir Doshi, Abhishek Saraf","Stellaris Venture Partners, Chiratae Ventures",3000000.0,Seed,2021,Automotive
2021-04-28,MedPay,2020,Bangalore,"Arun Bhatia, Ravi Chandra","Entrepreneur First (EF), GrowX Ventures",1200000.0,Seed,2021,Technology
2021-04-28,DigiSparsh,2020,Mumbai,"Saurabh Soni, Akhilesh Gandhi",GoAhead Ventures,169032154.0,Seed,2021,FinTech
2021-04-28,Disprz,2015,Mumbai,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital",13000000.0,Series B,2021,Other
2021-04-28,KIKO TV,2020,Mumbai,Shivam Varshney,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",169032154.0,Pre-series A,2021,E-Commerce
2021-04-28,CoinSwitch Kuber,2017,Bangalore,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Paradigm, Kunal Shah",25000000.0,Series B,2021,FinTech
2021-04-28,Indifi,2015,Gurugram,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",40000000.0,Seed,2021,Finance
2021-04-28,Easiloan,2020,Mumbai,"Pramod Kathuria, Vishal Dawda",Tomorrow Capital,1000000.0,Seed,2021,FinTech
2021-04-29,Neobank Jupiter,2019,Mumbai,Jitendra Gupta,"Tiger Global, Sequoia Capital",86000000.0,Series C,2021,Finance
2021-04-29,GalaxEye,2020,Chennai,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh",Speciale Invest,169032154.0,Pre-seed,2021,Technology
2021-04-29,Buyofuel,2020,Coimbatore,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,100000.0,Seed,2021,Energy
2021-04-30,Airblack,2019,Gurugram,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",5200000.0,Series A,2021,Technology
2021-04-30,Credenc,2017,New Delhi,Avinash Kumar,Capital India,25000000.0,Seed,2021,FinTech
2021-04-30,Licious,2015,Bangalore,"Vivek Gupta, Abhay",Inflection Point Ventures,52000000.0,Series G,2021,Consumables
2021-04-30,Chara,2019,Bangalore,"Bhaktha Keshavachar, Ravi Prasad Sharma, Mahalingam Koushik",Kalaari Capital,850000.0,Seed,2021,Technology
2021-04-30,CRED,2018,Bangalore,Kunal Shah,"Dragoneer Investment Group, Tiger Global Management",215000000.0,Series D,2021,FinTech
2021-05-01,Gobbly,2019,Gurugram,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC",900000.0,Pre-series A,2021,Consumer Services
2021-05-01,Locus,2015,Bangalore,"Geet Garg, Nishith Rastogi","Blume Ventures, Exfinity Venture Partners",50000000.0,Series C,2021,Logistics
2021-05-01,Perfora,2021,Gurugram,"Tushar Khurana, Jatan Bawa",Sauce.vc,260000.0,Pre-seed,2021,Consumer Services
2021-05-02,Grinntech,2013,Chennai,"Nikhilesh Mishra, Puneet Jain",Inflection Point Ventures,2000000.0,Seed,2021,Automotive
2021-05-02,TyrePlex,2020,New Delhi,"Puneet Bhaskar, Rupendra Pratap Singh",AdvantEdge Founders,169032154.0,Seed,2021,E-Commerce
2021-05-02,Rocket Skills,2020,Gurugram,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital",200000.0,Pre-seed,2021,Education
2021-05-03,Leap India,2013,Mumbai,Anurag Malempati,CDC Group,10000000.0,Seed,2021,Logistics
2021-05-03,OfBusiness,2015,Gurugram,"Ruchi Kalra, Asish Mohapatra","Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",325000000.0,Seed,2021,Finance
2021-05-03,Detect Technologies,2016,Chennai,Daniel Raj David,"Accel Partners, Elevation Capital",12000000.0,Seed,2021,Technology
