Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector
2021-01-20,Apnaklub,2020,Bangalore,"Shruti, Manish Kumar",Sequoia’s Surge,3500000.0,Seed,2021,Consumer Services
2021-01-20,Codingal,2020,Bangalore,"Satyam Baranwal, Vivek Prakash","Y Combinator, Rebright Partners",169032154.0,Seed,2021,Education
2021-01-20,OTO Capital,2018,Mumbai,"Harsh Saruparia, Sumit Chhazed",Matrix Partners India,6000000.0,Seed,2021,FinTech
2021-01-20,CityMall,2019,Gurugram,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",22000000.0,Series B,2021,E-Commerce
2021-01-21,Inficold,2015,New Delhi,"Himanshu Pokharna, Nitin Goel",Shell Foundation,900000.0,Pre-series A,2021,Energy
2021-01-21,Dropshop,2019,Bangalore,"Udit Dhawan, Rohit Fernandes, Ravi Teja",Inflection Point Ventures,1000000.0,Pre-series A,2021,Logistics
2021-01-21,Aerchain,2019,Bangalore,"Harsha Kadimisetty, Himavanth Jasti","Season Two Ventures, IndiaMart",3000000.0,Pre-series A,2021,Technology
2021-01-21,Voxelgrids,2017,Bangalore,Arjun Arunachalam,Zoho,5000000.0,Seed,2021,Technology
2021-01-22,FarMart,2015,Gurugram,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,10000000.0,Series A,2021,Agriculture
2021-01-22,ASQI Advisors,2019,Mumbai,Swapnil Pawar,Founders Room Capital,1000000.0,Pre-series A,2021,Finance
2021-01-23,Elixia Tech Solutions,2011,Mumbai,Sanket Sheth,Rajasthan Venture Capital Fund,1000000.0,Pre-series A,2021,Technology
2021-01-23,Pristyn Care,2018,Gurugram,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",53000000.0,Series D,2021,Healthcare
2021-01-23,Ruptok,2020,New Delhi,Ankur Gupta,Eclear Leasing,1000000.0,Seed,2021,FinTech
2021-01-23,PazCare,2021,Bangalore,Sanchit Malik,"Ashish Hemrajani, Parikshit Dar",169032154.0,Seed,2021,Other
2021-01-24,Ultrahuman,2020,Bangalore,"Mohit Kumar, Vatsal Singhal",Tiger Global’s Scott Schleifer,17500000.0,Seed,2021,Automotive
2021-01-24,Pocketly,2019,Bangalore,"Aarav Bhatia, Navdeesh Ahuja",Inflection Point Ventures,169032154.0,Seed,2021,FinTech
2021-01-25,Pickright Technologies,2019,Bangalore,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",200000.0,Seed,2021,FinTech
2021-01-25,Trinkerr,2021,Bangalore,"Manvendra Singh, Gaurav Agarwal",Accel India,6600000.0,Series A,2021,Marketing
2021-01-25,Anveshan,2019,Bangalore,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa","DSG Consumer Partners, Titan Capital",500000.0,Seed,2021,Consumables
2021-01-26,Scentials,2018,Mumbai,"Mahesh Bhupathi, Jinesh Mehta","Ambiga Subramanian, Goutham Ekollu",6000000.0,Seed,2021,Automotive
2021-01-26,UpScalio,2021,Gurugram,Gautam Kshatriya,Inflection Point Ventures,42000000.0,Seed,2021,E-Commerce
2021-01-26,SUN Mobility,2017,Bangalore,Chetan Maini,Vitol,50000000.0,Seed,2021,Automotive
2021-01-26,Lio,2020,Pune,Anupam Vijayvergia,"Lightspeed, Sequioa",5000000.0,Seed,2021,Technology
2021-01-26,SportZchain,2021,Mumbai,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri",400000.0,Pre-seed,2021,Other
2021-01-26,KreditBee,2018,Bangalore,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",8000000.0,Seed,2021,FinTech
2021-01-27,Holisol,2009,New Delhi,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",3000000.0,Seed,2021,Logistics
2021-01-27,Advantage Club,2014,Mumbai,"Sourabh Deorah, Smiti Bhatt Deorah","Y Combinator, Broom Ventures, Kunal Shah",1700000.0,Seed,2021,Technology
2021-01-27,Pazcare,2020,Bangalore,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital",3500000.0,Seed,2021,Finance
2021-01-27,Svish,2020,Gurugram,"Ishan, Jaideep Mahajan",Nueva,400000.0,Seed,2021,Consumer Services
2021-01-27,Elevar,2017,Mumbai,"Kunal Joshi, Pranav Marwah","Kalaari Capital, Dream Capital",2000000.0,Seed,2021,Gaming
2021-01-28,Sterling Accuris Wellness,2016,Ahmedabad,Girish Patel,Morgan Stanley Private Equity Asia,30000000.0,Seed,2021,Automotive
2021-01-28,Kirana247,2018,New Delhi,"Tarun Jiwarajka, Pankhuri Jiwarajka",Inflection Point Ventures,1000000.0,Pre-series A,2021,Logistics
2021-01-28,Gigforce,2019,Gurugram,"Chirag Mittal, Anirudh Syal",Endiya Partners,3000000.0,Pre-series A,2021,Other
2021-01-28,ixamBee,2016,New Delhi,Chandraprakash Joshi,"Mumbai Angels, Narendra Shyamsukha",300000.0,Seed,2021,Education
2021-01-28,PumPumPum,2018,Gurugram,"Tarun Lawadia, Sameer Kalra","Kogta Financial India Limited, ICICI Bank",700000.0,Pre-series A,2021,Logistics
2021-01-28,Do Your Thng,2018,Gurugram,Ankit Agarwal,"Angelbay Holdings, Faad Network",1500000.0,Seed,2021,Marketing
2021-01-29,Apna,2019,Bangalore,Nirmit Parikh,Tiger Global,100000000.0,Series C,2021,Other
2021-01-29,Chqbook,2017,Gurugram,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",5000000.0,Pre-series B,2021,FinTech
2021-01-29,RiseBird,2018,Pune,Ashutosh Seth,SAB Holdings,500000.0,Seed,2021,Other
2021-01-30,Klassroom,2016,Mumbai,Alka Javeri,ah! Ventures,200000.0,Pre-series A,2021,Education
2021-01-30,BlueLearn,2020,Goa,"Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000.0,Pre-seed,2021,Education
2021-01-30,CoinSwitch Kuber,2017,Bangalore,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Ribbit Capital, Kunal Shah",15000000.0,Series A,2021,FinTech
2021-01-31,Cred,2018,Bangalore,Kunal Shah,"DST Global, General Catalyst",81000000.0,Series C,2021,FinTech
2021-01-31,Recordent,2018,Hyderabad,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",400000.0,Seed,2021,Finance
2021-02-01,Gumlet,2019,Bangalore,"Divyesh Patel, Aditya Patadia",Sequoia’s Surge,1600000.0,Seed,2021,Technology
2021-02-01,Newton School,2019,Bangalore,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur",5000000.0,Series A,2021,Education
2021-02-01,Kredent,2008,Kolkata,"Vineet Patawari, Vivek Bajaj, Vinay Pagaria",Kotak Securities,1000000.0,Seed,2021,Education
2021-02-01,Pariksha,2015,Pune,"Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund",1800000.0,Seed,2021,Education
2021-02-01,Beco,2018,Mumbai,"Aditya Ruia, Akshay Varma, Anuj Ruia",Climate Angels Fund,500000.0,Seed,2021,Consumer Services
2021-02-01,Kohbee,2019,Bangalore,"Rohan Sinha, Shashwat Aditya","Ankit Mehrotra, Saurabh Aggarwal",235000.0,Pre-seed,2021,Other
2021-02-02,Revfin,2017,New Delhi,Sameer Aggarwal,"Ruchirans Jaipuria, Rishi Kajaria",4000000.0,Pre-series A,2021,Finance
2021-02-02,PrepBytes,2019,Gurugram,"Aditya Bhushan Verma, Mamta Kumari",Equanimity Ventures,169032154.0,Seed,2021,Education
2021-02-02,Ayu Health,2019,Bangalore,"Himesh Joshi, Arijit Gupta, Karan Gupta","Vertex Ventures, Stellaris Venture Partners",6300000.0,Series A,2021,Wellness/Beauty
2021-02-02,DGV,2019,Bangalore,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",3000000.0,Pre-series A,2021,Technology
2021-02-03,Gramophone,2016,Indore,"Tauseef Khan, Harshit Gupta",Z3Partners,10000000.0,Seed,2021,Technology
2021-02-04,Apna.co,2019,Bangalore,Nirmit Parikh,"Sequoia Capital India, Rocketship.vc",12500000.0,Seed,2021,Other
2021-02-04,Headfone,2017,Bangalore,"Pratham Khandelwal, Yogesh Sharma",Hashed,3000000.0,Seed,2021,Other
2021-02-04,NephroPlus,2009,Hyderabad,Vikram Vuppala,IIFL Asset Management,24000000.0,Series E,2021,Automotive
2021-02-04,Avalon Labs,2017,Bangalore,Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital",169032154.0,Pre-series A,2021,FinTech
2021-02-05,Cloudphysician,2017,Bangalore,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,4000000.0,Pre-series A,2021,Automotive
2021-02-05,Geniemode,2021,Gurugram,"Amit Sharma, Tanuj Gangwani",Info Edge Ventures,2000000.0,Seed,2021,E-Commerce
2021-02-05,MicroDegree,2019,Mangalore,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",Research Innovation Incubation Design Labs,169032154.0,Seed,2021,Education
2021-02-05,YourPhysio,2020,Nagpur,"Dr Sheetal Mundhada, Ashutosh Mundhada","Better Capital, Titan Capital",350000.0,Pre-seed,2021,Healthcare
2021-02-05,GuardianLink,2017,Chennai,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,12000000.0,Series A,2021,Technology
2021-02-05,BharatPe,2018,New Delhi,"Ashneer Grover, Shashvat Nakrani","Amplo, Insight Partners",100000000.0,Series D,2021,FinTech
2021-02-05,HomeLane,2014,Bangalore,Srikanth Iyer,"IIFL AMC, Oman India Joint Investment Fund",50000000.0,Series E,2021,Other
2021-02-06,Expertrons,2019,Mumbai,"Jatin Solanki, Vivek Gupta","Kunal Shah, Anant Maheshwari",169032154.0,Seed,2021,Other
2021-02-06,Exponent Energy,2020,Bangalore,"Arun Vinayak, Sanjay Byalal",YourNest VC,5000000.0,Pre-series A,2021,Automotive
2021-02-06,Bombay Hemp Company,2013,Mumbai,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2000000.0,Seed,2021,Lifestyle
2021-02-06,Jeevam Health,2020,New Delhi,"Kamran alam, Piyush vishwakarma",Y Combinator,1500000.0,Pre-seed,2021,Automotive
2021-02-06,Fitterfly,2016,Mumbai,Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",3000000.0,Pre-series A,2021,Healthcare
2021-02-07,SalaryBox,2020,Gurugram,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram",4000000.0,Seed,2021,Finance
2021-02-07,BlackSoil NBFC,2010,Mumbai,Mohinder Pal Bansal,Inflection Point Ventures,3000000.0,Seed,2021,FinTech
2021-02-07,Park+,2019,New Delhi,Amit Lakhotia,"Sequoia Capital, Matrix Partners",25000000.0,Series B,2021,Technology
2021-02-08,Syook,2016,Bangalore,"Saurabh Sharma, Aman Agarwal, Arjun Nagarajan","Inflection Point Ventures, ONGC",1000000.0,Series A,2021,Automotive
2021-02-09,SaaS Labs,2016,Noida,Gaurav Sharma,"Base 10 Partners, Eight Roads Ventures",17000000.0,Series A,2021,Technology
2021-02-09,Strip Finance,2021,Hyderabad,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",400000.0,Seed,2021,Finance
2021-02-09,ZFW Hospitality,2015,New Delhi,Madhav Kasturia,"Mumbai Angels Network, Expert DOJO",150000.0,Pre-seed,2021,Consumables
2021-02-09,E42,2012,Pune,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures,5400000.0,Series A,2021,Technology
2021-02-10,MYFITNESS,2019,Silvassa,"Mohammad Patel, Rahil Virani",9Unicorns,1000000.0,Seed,2021,Wellness/Beauty
2021-02-10,Knocksense,2016,Lucknow,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels",150000.0,Seed,2021,Media/Entertainment
2021-02-11,Green Cure,2015,New Delhi,Sanchit Garg,Venture Catalysts,169032154.0,Pre-series A,2021,Automotive
2021-02-12,Clairco,2018,Bangalore,Aayush Jha,"Real Estate Accelerator Program (REAP), AngelList",500000.0,Seed,2021,Technology
2021-02-13,Comofi Medtech,2017,Bangalore,"Satish Kalme, Kubasad Gururaj",CIIE.CO,200000.0,Seed,2021,Healthcare
2021-02-13,NeoDocs,2020,Mumbai,"Nikunj Malpani, Anurag Meena, Pratik Lodha","Y Combinator, 9Unicorns, Titan Capital",169032154.0,Seed,2021,Healthcare
2021-02-13,Sourcewiz,2021,Gurugram,"Divyaanshu Makkar, Vikas, Mayur","Blume, Alpha Wave Incubation",3000000.0,Seed,2021,Technology
2021-02-13,Paytail,2020,New Delhi,"AMIT CHATURVEDI, Vikas Garg",Cholamandalam,1500000.0,Seed,2021,Finance
2021-02-14,Trell,2016,Bangalore,"Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Mirae Asset, H&M",45000000.0,Series B,2021,Other
2021-02-14,Evenflow Brands,2020,Mumbai,"Utsav Agarwal, Pulkit Chhabra",Inflection Point Ventures,500000.0,Seed,2021,Consumer Services
2021-02-15,Bijnis,2015,New Delhi,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital,30000000.0,Series B,2021,E-Commerce
2021-02-15,MedTel Healthcare,2017,Orissia,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",Inflection Point Ventures,5000000.0,Pre-series A,2021,Automotive
2021-02-15,ShopMyLooks,2021,Noida,Rohit Jaiswal,"Capital A, Collective Artists Network",200000.0,Seed,2021,Media/Entertainment
2021-02-16,Licious,2015,Bangalore,"Abhay Hanjura, Vivek Gupta","Temasek, Multiples PE",192000000.0,Series F,2021,Consumables
2021-02-16,Hesa,2020,Hyderabad,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",2000000.0,Seed,2021,Technology
2021-02-17,VilCart,2017,Bangalore,Prasanna Kumar,Nabventures,2000000.0,Seed,2021,Consumer Services
2021-02-17,RENEE Cosmetics,2019,Ahmedabad,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns",1500000.0,Pre-series A,2021,Wellness/Beauty
2021-02-18,Vendor Infra,2019,Gurugram,Rahul Jain,"SK Tripathi, Sanjeev Gupta",265000.0,Seed,2021,Real Estate
2021-02-18,Knackit,2019,Bangalore,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal,100000.0,Seed,2021,Technology
2021-02-18,IGL,2016,Mumbai,Yash Pariani,"Hungama, Hindustan Talkies",500000.0,Seed,2021,Gaming
2021-02-19,goEgoNetwork,2019,Pune,"Dheeman Kadam, Sayantan Chakraborti",Inflection Point Ventures,2000000.0,Seed,2021,Automotive
2021-02-19,ParkSmart,2018,New Delhi,"Prateek Garg, Rahul Gupta, Ratan Anmol Sethi, Rishabh Nagpal, Vishva Sharma","Shireen Rangaswamy, Dilesh Gathani",169032154.0,Seed,2021,Automotive
2021-02-19,SATYA MicroCapital,2017,New Delhi,Vivek Tiwari,"BlueOrchard Finance S A, Gojo & Company",20000000.0,Seed,2021,FinTech
2021-02-20,ANS Commerce,2017,Gurugram,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts",2200000.0,Pre-series A,2021,E-Commerce
2021-02-20,TenderCuts,2011,Chennai,Nishanth Chandran,"Paragon Partners, NABVENTURES",15000000.0,Seed,2021,Consumables
2021-02-20,Tvasta,2016,Chennai,"Vidyashankar C, Parivarthan Reddy, Adithya Jain",Habitat for Humanity International,400000.0,Seed,2021,Automotive
2021-02-20,Tickertape,2019,Bangalore,Ujjwal Ankur,Smallcase,5000000.0,Seed,2021,Finance
2021-02-21,Mindler,2015,New Delhi,Prateek Bhargava,"Inflection Point Ventures, DLabs",1000000.0,Pre-series A,2021,Education
2021-02-21,CHARGE+ZONE,2018,Vadodara,Kartikey Hariyani,Venture Catalysts,10000000.0,Seed,2021,Automotive
2021-02-21,Twin Health,2018,Chennai,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",140000000.0,Series C,2021,Wellness/Beauty
2021-02-21,Blue Tokai Coffee Roasters,2012,New Delhi,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund,2000000.0,Pre-series B,2021,Consumables
2021-02-21,Siply,2020,Bangalore,Sousthav Chakrabarty,Inflection Point Ventures,1000000.0,Seed,2021,FinTech
2021-02-21,Toplyne,2021,Bangalore,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund",2500000.0,Seed,2021,Technology
2021-02-21,Bambinos,2020,Bangalore,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",500000.0,Seed,2021,Education
2021-02-21,Curefoods,2020,Bangalore,Ankit Nagori,"Iron Pillar, Nordstar, Binny Bansal",13000000.0,Seed,2021,Consumables
2021-02-22,Fyllo,2019,Bangalore,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",400000.0,Seed,2021,Technology
2021-02-22,Battery Smart,2019,New Delhi,"Pulkit Khurana, Siddharth Sikka",Orios Venture Partners,169032154.0,Seed,2021,Energy
2021-02-22,Spinny,2015,Gurugram,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global",248000000.0,Series E,2021,Automotive
2021-02-22,Yojak,2019,Gurugram,Anuj Jain,Info Edge Ventures,3800000.0,Seed,2021,E-Commerce
2021-02-22,Fabheads,2015,Chennai,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",169032154.0,Pre-series A,2021,Automotive
2021-02-23,Keeros,2017,Lucknow,"Sachin Sahni, Simran Sahni",Venture Catalysts,169032154.0,Pre-series A,2021,Consumables
2021-02-23,CustomerGlu,2016,Bangalore,"Prateek Gupta, Raman Shrivastava, Sumant US","Kumar Aakash, Amit Singhal",320000.0,Seed,2021,Technology
2021-02-23,Fixcraft,2018,Gurugram,"Vivek Sharma, Abhishek Goyal, Inderjeet Rao",Inflection Point Ventures,1000000.0,Pre-series A,2021,Automotive
2021-02-23,MSMEx,2019,Andheri,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",1000000.0,Pre-series A,2021,Education
2021-02-23,Hyreo,2016,Thiruvananthapuram,"Arun Satyan, Mahesh Raju, Sreenath N",Callapina Capital,169032154.0,Pre-series A,2021,Other
2021-02-23,Upside AI,2017,Mumbai,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,1200000.0,Seed,2021,FinTech
2021-02-24,Crater.Club,2020,Bangalore,"Vignesh Prasad, Vivan Puri",LC Nueva AIF,700000.0,Seed,2021,Media/Entertainment
2021-02-24,FloBiz,2019,Bangalore,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,31000000.0,Series B,2021,Technology
2021-02-24,8i Ventures,2018,Mumbai,Vikram Chachra,Inflection Point Ventures,50000000.0,Seed,2021,Finance
2021-02-24,Arcana,2019,Bangalore,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Balaji Srinivasan,370000.0,Seed,2021,Technology
2021-02-25,Celcius,2020,Mumbai,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners",500000.0,Seed,2021,Logistics
2021-02-25,UrbanMatrix Technologies,2019,Chennai,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI,100000.0,Seed,2021,Technology
2021-02-25,GetWork,2019,Gurugram,Rahul Veerwal,Artha Venture Fund,200000.0,Seed,2021,Other
2021-02-26,Hypd Store,2020,New Delhi,"Ashwarya Garg, Akshay Bhatnagar",ScoopWhoop,169032154.0,Pre-seed,2021,Technology
2021-02-26,Ruptok,2020,New Delhi,Ankur Gupta,Eclear Leasing,1000000.0,Seed,2021,FinTech
