Date,Company/Brand,Stage,Amount($),Year,Founded,HeadQuarter,Sector
2018-08-04,PetSutra,Seed,9500000.0,2018,2016,Gurgaon,Healthcare
2018-08-05,Elemential,Seed,1000000.0,2018,2016,Mumbai,Technology
2018-08-06,Charcoal Eats,Seed,50000000.0,2018,2016,Mumbai,Consumables
2018-08-07,Pandorum Technologies,Series A,3600000.0,2018,2016,Bangalore,Healthcare
2018-08-07,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,Seed,200000.0,2018,2016,Pune,Marketing
2018-08-09,i2ifunding,Angel,50000000.0,2018,2016,Noida,Finance
2018-08-09,BYJU’S,Seed,540000000.0,2018,2016,Bangalore,Education
2018-08-10,Try & Buy,Seed,5800000.0,2018,2016,New Delhi,Lifestyle
2018-08-10,Scholify,Pre-Seed,5800000.0,2018,2016,Bangalore,Technology
2018-08-10,Pando,Seed,2000000.0,2018,2016,Chennai,Logistics
2018-08-11,Perpule,Series A,340000000.0,2018,2016,Bangalore,Consumer Services
2018-08-12,Hubhopper,Series A,500000.0,2018,2016,Delhi,Gaming
2018-08-13,Idha Skin Clinic,Seed,5000000.0,2018,2016,Bangalore City,Automotive
2018-08-13,ZestMoney,Series A,13400000.0,2018,2016,Bangalore,FinTech
2018-08-14,Articbot,Grant,1200000.0,2018,2016,Kannur,Technology
2018-08-16,Zoctr Health,Seed,5800000.0,2018,2016,Powai,Automotive
2018-08-17,Vogo Rentals,Seed,80000000.0,2018,2016,Kormangala,Logistics
2018-08-17,Fincash.com,Seed,150000.0,2018,2016,Mumbai,Other
2018-08-17,Doodhwala,Seed,2200000.0,2018,2016,Bangalore,Consumables
2018-08-18,Traveo Soft Pvt. Ltd.,Seed,1200000.0,2018,2016,Bangalore,Logistics
2018-08-18,Notesgen,Seed,12500000.0,2018,2016,New Delhi,Education
2018-08-18,Mintifi,Seed,2000000.0,2018,2016,Mumbai,Finance
2018-08-18,Swiggy,Series H,1000000000.0,2018,2016,Bangalore,Consumables
2018-08-18,BuildSupply,Series A,250000000.0,2018,2016,Gurgaon,Real Estate
2018-08-18,BIGPHI TECHNOLOGIES PVT. LTD.,Angel,900000.0,2018,2016,Bangalore,Lifestyle
2018-08-19,Rays Power Infra,Venture - Series Unknown,2000000000.0,2018,2016,Jaipur,Energy
2018-08-19,Enakshi,Seed,8000000.0,2018,2016,Ahmedabad,Lifestyle
2018-08-20,Taru Naturals,Seed,5800000.0,2018,2016,Mumbai,Agriculture
2018-08-22,ElasticRun,Series B,600000000.0,2018,2016,Pune,Logistics
2018-08-22,Wimoxez,Seed,20000.0,2018,2016,Hyderabad,Technology
2018-08-22,DRIVEU,Venture - Series Unknown,70000000.0,2018,2016,Bangalore,Logistics
2018-08-24,Kuvera.in,Angel,250000.0,2018,2016,Bangalore,Finance
2018-08-26,docturnal,Seed,5800000.0,2018,2016,Hyderabad,Automotive
2018-08-27,Singularity Dynamics,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-08-27,FastFox,Series A,100000000.0,2018,2016,Gurgaon,Logistics
2018-08-27,Picxy,Seed,130000.0,2018,2016,Guntur,Technology
2018-08-28,Eupheus Learning,Seed,5800000.0,2018,2016,Delhi,Education
2018-08-29,Wishfie,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-08-29,LetsTransport,Series B,1000000000.0,2018,2016,Bangalore,Logistics
2018-08-30,Kissht,Series C,30000000.0,2018,2016,Mumbai,FinTech
2018-08-31,Cleardekho,Venture - Series Unknown,5800000.0,2018,2016,Ghaziabad,Lifestyle
2018-08-31,Hasura,Seed,1600000.0,2018,2016,Bangalore,Technology
2018-09-01,Dailyhunt,Series E,6000000.0,2018,2016,Bangalore,Media/Entertainment
2018-09-02,Wooden Street,Series A,1000000.0,2018,2016,Jaipur,Real Estate
2018-09-02,Jetbrain Robotics,Seed,70000.0,2018,2016,Gurgaon,Automotive
2018-09-03,Ekincare,Series A,1500000.0,2018,2016,Hyderabad,Healthcare
2018-09-04,IndiQube,Series A,15000000.0,2018,2016,Bangalore,Real Estate
2018-09-04,GoGaga,Seed,40000.0,2018,2016,Bangalore City,Lifestyle
2018-09-04,Jagaran Microfin,Seed,550000000.0,2018,2016,Kolkata,Finance
2018-09-06,Cash Suvidha,Seed,1000000.0,2018,2016,New Delhi,Finance
2018-09-07,Livehealth,Seed,1100000.0,2018,2016,Pune,Automotive
2018-09-07,Nykaa,Seed,1130000000.0,2018,2016,Mumbai,Lifestyle
2018-09-09,Eunimart,Seed,5800000.0,2018,2016,Hyderabad,Consumer Services
2018-09-09,OneAssist,Seed,2400000.0,2018,2016,Mumbai,Finance
2018-09-11,Kobster,Seed,5800000.0,2018,2016,Chennai,E-Commerce
2018-09-11,PayMe India,Angel,2000000.0,2018,2016,Noida,FinTech
2018-09-11,Vivish Technologies (myGate),Series A,650000000.0,2018,2016,Bangalore,Technology
2018-09-12,FLEECA,Seed,5800000.0,2018,2016,Jaipur,Automotive
2018-09-13,Scale Labs,Seed,1000000.0,2018,2016,Delhi,E-Commerce
2018-09-13,Fitternity,Seed,2000000.0,2018,2016,Mumbai,Automotive
2018-09-14,Blueleaf Cyberspace Systems,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-09-15,NoPaperForms Solutions Pvt. Ltd.,Series B,3980000.0,2018,2016,New Delhi,Education
2018-09-17,Workflexi,Seed,10000000.0,2018,2016,Bangalore,Other
2018-09-17,Wishup,Seed,5800000.0,2018,2016,Azadpur,Consumer Services
2018-09-19,Pratilipi,Series A,4300000.0,2018,2016,Bangalore,Media/Entertainment
2018-09-19,Spoofin,Venture - Series Unknown,5800000.0,2018,2016,New Delhi,Media/Entertainment
2018-09-19,Strom Motors,Angel,5800000.0,2018,2016,Mumbai,Automotive
2018-09-19,Guardian.in,Seed,5800000.0,2018,2016,Mumbai,Automotive
2018-09-20,Lucideus,Venture - Series Unknown,5000000.0,2018,2016,New Delhi,Consumer Services
2018-09-20,Placio,Seed,2000000.0,2018,2016,Noida,Hospitality
2018-09-20,Tolet for Students,Seed,5000000.0,2018,2016,Jodhpur,Hospitality
2018-09-21,MY CHIRAAG CAB,Seed,1000000.0,2018,2016,Jaipur,Logistics
2018-09-21,NIRAMAI Health Analytix,Seed,6000000.0,2018,2016,Bangalore,Automotive
2018-09-21,Syncremedies Healthcare Pvt Ltd,Seed,5800000.0,2018,2016,Bangalore,Automotive
2018-09-23,HelloVerify,Seed,5800000.0,2018,2016,Noida,Technology
2018-09-24,Propshop24,Seed,500000.0,2018,2016,Mumbai,E-Commerce
2018-09-24,RevFin,Seed,5800000.0,2018,2016,Delhi,Finance
2018-09-26,Goals101,Seed,3500000.0,2018,2016,Delhi,Finance
2018-09-29,Go Payments,Corporate Round,5800000.0,2018,2016,Mumbai,Technology
2018-10-01,Bon(Bonfleet Solutions),Seed,78000000.0,2018,2016,Pune,FinTech
2018-10-01,Propelld,Seed,250000.0,2018,2016,Bangalore,FinTech
2018-10-01,Chrysalis (EZ Vidya),Seed,5800000.0,2018,2016,Chennai,Education
2018-10-02,Kriger Campus,Seed,30000000.0,2018,2016,New Delhi,Education
2018-10-02,Design Cafe,Series B,2000000000.0,2018,2016,Bangalore,Real Estate
2018-10-03,TrustCheckr,Angel,100000.0,2018,2016,Bangalore,Technology
2018-10-04,Droni Tech,Seed,35000000.0,2018,2016,Mumbai,Technology
2018-10-04,BUGWORKS Research India,Series A,9000000.0,2018,2016,Bangalore,Healthcare
2018-10-05,Stones2Milestones,Seed,5800000.0,2018,2016,Gurgaon,Education
2018-10-05,Kogta Financial India Limited,Series B,1540000000.0,2018,2016,Jaipur,Finance
2018-10-05,arzooo.com,Seed,15000000.0,2018,2016,Bangalore,Consumer Services
2018-10-07,Khabri,Seed,5800000.0,2018,2016,Haryana,Technology
2018-10-07,WHR,Seed,143145.0,2018,2016,Pune,Automotive
2018-10-07,Shopkirana,Venture - Series Unknown,2000000.0,2018,2016,Indore,Consumer Services
2018-10-07,Inthree Access,Series A,4000000.0,2018,2016,Chennai,Consumer Services
2018-10-08,Stanza Living,Venture - Series Unknown,730000000.0,2018,2016,New Delhi,Hospitality
2018-10-08,Aldopay,Seed,200000.0,2018,2016,Chennai,Finance
2018-10-08,Cardekho,Series C,75000000.0,2018,2016,Gurgaon,Automotive
2018-10-08,Carmesi,Seed,34000000.0,2018,2016,Gurgaon,Automotive
2018-10-13,Flickstree,Seed,5800000.0,2018,2016,Mumbai,Media/Entertainment
2018-10-14,Virtual MetalStreet(MetalStreet),Angel,700000.0,2018,2016,Bangalore,E-Commerce
2018-10-14,Netmeds,Series C,35000000.0,2018,2016,Chennai,Automotive
2018-10-15,Fric Bergen,Venture - Series Unknown,5800000.0,2018,2016,Alwar,Consumables
2018-10-15,Rupeek,Series A,6830000.0,2018,2016,Bangalore,Finance
2018-10-16,MobiKwik,Series E,240000000.0,2018,2016,Gurgaon,FinTech
2018-10-16,Dunzo,Seed,70000000.0,2018,2016,Bangalore,Technology
2018-10-17,Boodmo,Seed,70000000.0,2018,2016,Gurgaon,Consumer Services
2018-10-17,Corefactors,Seed,5800000.0,2018,2016,Bangalore,Finance
2018-10-18,Gramophone,Seed,1000000.0,2018,2016,Indore,Agriculture
2018-10-21,Max Healthcare,Corporate Round,5800000.0,2018,2016,New Delhi,Automotive
2018-10-21,TheCollegeFever,Seed,250000.0,2018,2016,Bangalore,Marketing
2018-10-22,Reculta,Seed,5800000.0,2018,2016,Noida,Education
2018-10-22,OckyPocky,Angel,5800000.0,2018,2016,Haryana,Gaming
2018-10-23,Buddy4Study.com,Series A,3000000.0,2018,2016,Noida,Automotive
2018-10-23,Toffee,Seed,1500000.0,2018,2016,Gurgaon,Technology
2018-10-23,Nutrisattva (Proliva),Angel,5800000.0,2018,2016,Anand,Consumables
2018-10-23,Studds Accessories,Seed,1000000000.0,2018,2016,Faridabad,E-Commerce
2018-10-24,Classworks India,Seed,100000.0,2018,2016,Chennai,Education
2018-10-25,Locus.sh,Series A,4000000.0,2018,2016,Bangalore,Logistics
2018-10-26,Snapmint,Seed,5800000.0,2018,2016,Mumbai,Consumer Services
2018-10-26,Emojifi,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-10-27,Innov8 Coworking,Seed,4000000.0,2018,2016,New Delhi,Real Estate
2018-10-27,Cube,Series A,140000000.0,2018,2016,Mumbai,FinTech
2018-10-28,Multibashi,Seed,10000000.0,2018,2016,Bangalore,Education
2018-10-29,Flathalt,Angel,50000.0,2018,2016,Gurgaon,Real Estate
2018-10-31,The Ken,Series A,1500000.0,2018,2016,Bangalore,Media/Entertainment
2018-11-01,Generico,Series A,5800000.0,2018,2016,Mumbai,Automotive
2018-11-02,DheeYantra Research Labs,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-11-04,&ME,Seed,5800000.0,2018,2016,Bangalore,Consumables
2018-11-04,Guiddoo World,Seed,800000.0,2018,2016,Mumbai,Logistics
2018-11-04,India Accelerator,Angel,5800000.0,2018,2016,Gurgaon,Education
2018-11-05,Backpacker Panda Holidays Private Limited,Series A,1400000.0,2018,2016,Pune,Logistics
2018-11-05,Dream11,Series D,100000000.0,2018,2016,Mumbai,Gaming
2018-11-06,Asteria Aerospace,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-11-06,Vebbler,Seed,5800000.0,2018,2016,Bangalore,Media/Entertainment
2018-11-07,Wishberry,Series A,100000000.0,2018,2016,Mumbai,Finance
2018-11-07,Yaantra,Seed,2000000.0,2018,2016,Delhi,Technology
2018-11-08,GamingMonk,Series A,40000000.0,2018,2016,New Delhi,Gaming
2018-11-08,BhaskarGuru,Seed,1000000.0,2018,2016,Bhopal,Other
2018-11-11,Aarav Unmanned Systems,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-11-11,1Crowd,Angel,3500000.0,2018,2016,Mumbai,Finance
2018-11-12,FreightBazaar,Seed,5800000.0,2018,2016,Hyderabad,Logistics
2018-11-13,Perspectico,Seed,5800000.0,2018,2016,New Delhi,Automotive
2018-11-14,ClearTax,Series B,-2147483648.0,2018,2016,New Delhi,FinTech
2018-11-14,LT Foods,Post-IPO Equity,1400000000.0,2018,2016,New Delhi,Consumables
2018-11-15,Creator’s Gurukul,Angel,5800000.0,2018,2016,Gurgaon,Other
2018-11-15,Awaaz De,Angel,5800000.0,2018,2016,Ahmedabad,Technology
2018-11-16,Livspace,Series C,70000000.0,2018,2016,Bangalore,E-Commerce
2018-11-16,Flyrobe,Series B,264000000.0,2018,2016,Mumbai,Lifestyle
2018-11-18,Meesho,Series C,50000000.0,2018,2016,Bangalore,Media/Entertainment
2018-11-20,HalaPlay Technologies,Series A,5000000.0,2018,2016,Bangalore,Gaming
2018-11-20,Shirsa Labs,Seed,500000.0,2018,2016,Mumbai,Gaming
2018-11-21,ZiffyHomes,Seed,120000.0,2018,2016,New Delhi,Logistics
2018-11-24,Kaleidofin,Seed,2800000.0,2018,2016,Chennai,Finance
2018-11-25,Housejoy,Series B,3240000.0,2018,2016,Bangalore,Wellness/Beauty
2018-11-25,Mynvax,Angel,5800000.0,2018,2016,Bangalore,Healthcare
2018-11-25,NewsBytes,Seed,1000000.0,2018,2016,Gurgaon,Media/Entertainment
2018-11-26,Faclon Labs,Seed,5800000.0,2018,2016,Mumbai,Technology
2018-11-26,Lavelle Networks,Venture - Series Unknown,20000000.0,2018,2016,Bangalore,Technology
2018-11-26,Acko General Insurance,Series A,12000000.0,2018,2016,Mumbai,Media/Entertainment
2018-11-27,RAHI Care,Venture - Series Unknown,5800000.0,2018,2016,Chandigarh,Automotive
2018-11-27,EGK Foods,Seed,20000000.0,2018,2016,Mumbai,Consumables
2018-11-28,WalMart India,Venture - Series Unknown,37680000.0,2018,2016,Gurgaon,Consumer Services
2018-11-28,Mobile Premier League (MPL),Series A,5000000.0,2018,2016,Bangalore,Gaming
2018-11-30,Letstrack,Seed,1700000.0,2018,2016,New Delhi,Technology
2018-12-01,Pipa+Bella,Series A,1000000.0,2018,2016,Mumbai,Consumer Services
2018-12-01,VTION,Seed,19200000.0,2018,2016,Gurgaon,Media/Entertainment
2018-12-01,MadGuy Labs,Venture - Series Unknown,150000.0,2018,2016,Hyderabad,Education
2018-12-02,Pentation Analytics,Seed,5800000.0,2018,2016,Mumbai,FinTech
2018-12-04,Trell,Seed,1250000.0,2018,2016,Bangalore City,Technology
2018-12-05,Antariksh Waste Ventures Pvt ltd,Seed,500000.0,2018,2016,Chennai,Technology
2018-12-05,Carcrew,Seed,2000000.0,2018,2016,Mumbai,Automotive
2018-12-06,Vokal,Series A,1500000.0,2018,2016,Bangalore,Technology
2018-12-07,Zestl,Seed,5800000.0,2018,2016,Pune,Technology
2018-12-07,YourOwnROOM,Seed,750000.0,2018,2016,Bangalore,Logistics
2018-12-08,Cred,Seed,5800000.0,2018,2016,Bangalore,Finance
2018-12-08,LivQuik,Corporate Round,2700000.0,2018,2016,Mumbai,FinTech
2018-12-08,PivotRoots,Series A,5800000.0,2018,2016,Mumbai,Consumer Services
2018-12-08,PinkBlue,Seed,300000.0,2018,2016,Bangalore,Automotive
2018-12-09,Emflux Motors,Seed,364846.0,2018,2016,Bangalore,Energy
2018-12-12,Haazri,Seed,12500000.0,2018,2016,Mumbai,Consumables
2018-12-13,DronaHQ,Angel,500000.0,2018,2016,Mumbai,Technology
2018-12-14,Bonphul Air Products,Angel,20000000.0,2018,2016,Delhi,Technology
2018-12-14,alphaics Corporation,Seed,5800000.0,2018,2016,Bangalore,Technology
2018-12-15,Ninjacart,Series B,-2147483648.0,2018,2016,Bangalore,E-Commerce
2018-12-15,dishq,Seed,400000.0,2018,2016,Bangalore,Technology
2018-12-15,Smartcoin,Seed,2000000.0,2018,2016,Bangalore,Finance
2018-12-16,UpCyclersLab,Seed,5800000.0,2018,2016,Mumbai,Consumer Services
2018-12-16,FarmersFZ,Seed,5800000.0,2018,2016,Kochi,Agriculture
2018-12-16,Cricnwin,Seed,5800000.0,2018,2016,Gurgaon,Gaming
2018-12-18,Flock,Seed,5800000.0,2018,2016,India,Media/Entertainment
2018-12-18,Log 9 Materials,Seed,30000000.0,2018,2016,Uttar Pradesh,Technology
2018-12-18,Fixpocket,Seed,250000.0,2018,2016,Ahmedabad,Media/Entertainment
2018-12-19,Cashkumar,Seed,50000000.0,2018,2016,Bangalore,FinTech
2018-12-20,HealthAssure,Seed,1000000.0,2018,2016,Mumbai,Automotive
2018-12-20,MyDentistChoice,Seed,500000.0,2018,2016,Hyderabad,Automotive
2018-12-20,Pitstop,Seed,100000000.0,2018,2016,Bangalore,Automotive
2018-12-24,Origo,Venture - Series Unknown,800000000.0,2018,2016,Gurgaon,Agriculture
2018-12-24,Twenty Two Motors,Corporate Round,65000000.0,2018,2016,Haryana,Energy
2018-12-25,TheCollegeFever,Seed,250000.0,2018,2016,Bangalore,Marketing
2018-12-25,Parkwheels,Seed,12000000.0,2018,2016,Haryana,Automotive
2018-12-26,Predible Health,Seed,5800000.0,2018,2016,Bangalore,Healthcare
2018-12-27,Biryani By Kilo,Seed,1000000.0,2018,2016,Noida,Consumables
2018-12-27,Aviom India Housing Finance,Series A,150000000.0,2018,2016,New Delhi,Finance
2018-12-28,Happyeasygo Group,Series A,5800000.0,2018,2016,Haryana,Logistics
2018-12-30,Moonshine Meadery,Seed,5800000.0,2018,2016,Pune,Consumables
